,importPrice,serialNum,sumAmount,sumTotal,supplier,unit
1051,17.00,6918598028105,14.00,343.00,西安和天熙商贸有限公司,袋
1052,6.40,6901845040685,1.00,7.90,西安和天熙商贸有限公司,盒
1053,6.40,6901845040692,5.00,39.50,西安和天熙商贸有限公司,盒
1054,6.40,6901845040951,7.00,55.30,西安和天熙商贸有限公司,盒
1055,6.40,6901845040968,8.00,63.20,西安和天熙商贸有限公司,盒
1056,6.40,6901845041248,7.00,55.30,西安和天熙商贸有限公司,盒
1057,8.30,80050278,116.00,"1,136.80",西安和天熙商贸有限公司,支
1058,60.00,7610400068505,4.00,296.00,西安和天熙商贸有限公司,盒
1059,60.00,7610400068529,2.00,148.00,西安和天熙商贸有限公司,盒
1060,13.00,8008620080244,1.00,17.50,西安和天熙商贸有限公司,盒
1061,13.00,8008620080251,5.00,87.50,西安和天熙商贸有限公司,盒
1062,9.50,029173092957,2.00,24.00,西安和天熙商贸有限公司,袋
1063,9.50,029173092964,2.00,24.00,西安和天熙商贸有限公司,袋
1064,9.50,029173092971,2.00,24.00,西安和天熙商贸有限公司,袋
1065,9.50,029173093145,4.00,48.00,西安和天熙商贸有限公司,盒
1066,9.50,029173094241,1.00,12.00,西安和天熙商贸有限公司,袋
1067,21.50,6909995101676,6.00,153.00,西安和天熙商贸有限公司,袋
1068,12.00,6926419102323,4.00,62.00,西安和天熙商贸有限公司,盒
1069,12.00,6926419102330,2.00,31.00,西安和天熙商贸有限公司,盒
1070,9.80,6923976110136,5.00,64.50,西安和天熙商贸有限公司,袋
1071,21.50,6909995110326,4.00,102.00,西安和天熙商贸有限公司,袋
1072,9.80,6923976112161,10.00,129.00,西安和天熙商贸有限公司,袋
1073,26.50,6923607116629,10.00,340.00,西安和天熙商贸有限公司,瓶
1074,26.50,6923607116667,6.00,204.00,西安和天熙商贸有限公司,瓶
1075,10.00,8935024140147,18.00,234.00,西安和天熙商贸有限公司,袋
1076,10.00,8935024141342,6.00,78.00,西安和天熙商贸有限公司,袋
1077,10.00,8935024141847,6.00,78.00,西安和天熙商贸有限公司,盒
1078,10.00,8935024141854,4.00,52.00,西安和天熙商贸有限公司,盒
1079,40.00,8935024149669,7.00,350.00,西安和天熙商贸有限公司,袋
1080,5.20,6901306180707,7.00,46.90,西安和天熙商贸有限公司,袋
1081,5.20,6901306180714,32.00,214.40,西安和天熙商贸有限公司,袋
1082,5.20,6901306180738,14.00,93.80,西安和天熙商贸有限公司,袋
1083,9.80,6923976181266,9.00,116.10,西安和天熙商贸有限公司,袋
1084,30.40,6971284200049,10.00,399.00,西安和天熙商贸有限公司,盒
1085,30.40,6971284200063,8.00,319.20,西安和天熙商贸有限公司,盒
1086,13.00,6914973200685,22.00,371.80,西安和天熙商贸有限公司,袋
1087,4.50,6954003201299,9.00,54.00,西安和天熙商贸有限公司,
1088,26.00,5410081201848,5.00,175.00,西安和天熙商贸有限公司,盒
1089,30.50,6914973206106,6.00,222.00,西安和天熙商贸有限公司,盒
1090,30.00,6959479300422,5.00,200.00,西安和天熙商贸有限公司,袋
1091,30.00,6959479300439,5.00,200.00,西安和天熙商贸有限公司,盒
1092,42.00,6914973300828,6.00,276.00,西安和天熙商贸有限公司,条
1093,18.00,9588552322296,3.00,69.00,西安和天熙商贸有限公司,盒
1094,18.00,9588552322302,9.00,207.00,西安和天熙商贸有限公司,盒
1095,11.00,8032755323730,1.00,15.00,西安和天熙商贸有限公司,袋
1096,13.00,8032755323761,6.00,102.00,西安和天熙商贸有限公司,袋
1097,27.00,8809420330740,2.00,68.00,西安和天熙商贸有限公司,瓶
1098,10.20,6923668390075,17.00,215.90,西安和天熙商贸有限公司,袋
1099,10.20,6923668390181,13.00,165.10,西安和天熙商贸有限公司,袋
1100,13.50,6931802400047,38.00,642.20,西安和天熙商贸有限公司,袋
1101,13.50,6931802400078,19.00,321.10,西安和天熙商贸有限公司,袋
1102,14.90,6923228400381,2.00,36.00,西安和天熙商贸有限公司,袋
1103,18.00,6923228400404,17.00,391.00,西安和天熙商贸有限公司,袋
1104,18.00,6923228400817,6.00,138.00,西安和天熙商贸有限公司,袋
1105,5.00,6922895401226,20.00,130.00,西安和天熙商贸有限公司,袋
1106,6.30,6925843404249,27.00,202.50,西安和天熙商贸有限公司,包
1107,11.00,8993175537391,8.00,116.00,西安和天熙商贸有限公司,袋
1108,7.80,9556023564599,4.00,42.00,西安和天熙商贸有限公司,
1109,8.50,4716076571455,4.00,44.00,西安和天熙商贸有限公司,袋
1110,8.50,4716076571462,6.00,66.00,西安和天熙商贸有限公司,袋
1111,8.50,4716076571479,6.00,66.00,西安和天熙商贸有限公司,袋
1112,8.00,4716076571691,1.00,10.50,西安和天熙商贸有限公司,袋
1113,8.00,4716076571707,13.00,136.50,西安和天熙商贸有限公司,袋
1114,8.00,4716076571714,8.00,84.00,西安和天熙商贸有限公司,袋
1115,8.00,4716076571738,2.00,21.00,西安和天熙商贸有限公司,袋
1116,8.00,4716076571745,3.00,31.50,西安和天熙商贸有限公司,袋
1117,8.00,4716076571769,3.00,31.50,西安和天熙商贸有限公司,袋
1118,28.00,4712764583595,3.00,114.00,西安和天熙商贸有限公司,瓶
1119,13.00,6914973601567,10.00,169.00,西安和天熙商贸有限公司,条
1120,27.00,6925785601898,3.00,101.40,西安和天熙商贸有限公司,袋
1121,9.50,6948939602381,10.00,129.00,西安和天熙商贸有限公司,袋
1122,9.50,6948939602404,9.00,116.10,西安和天熙商贸有限公司,袋
1123,8.50,6948939602572,8.00,94.40,西安和天熙商贸有限公司,袋
1124,27.00,6925785603441,3.00,101.70,西安和天熙商贸有限公司,袋
1125,31.00,6914973604223,9.00,328.50,西安和天熙商贸有限公司,盒
1126,31.00,6914973604230,7.00,255.50,西安和天熙商贸有限公司,盒
1127,31.00,6914973604278,4.00,146.00,西安和天熙商贸有限公司,盒
1128,31.00,6925785605797,5.00,179.00,西安和天熙商贸有限公司,袋
1129,54.00,6925785605858,6.00,395.40,西安和天熙商贸有限公司,罐
1130,54.00,6925785605865,3.00,197.70,西安和天熙商贸有限公司,罐
1131,31.00,6925785605902,2.00,77.80,西安和天熙商贸有限公司,袋
1132,31.00,6925785605926,3.00,116.70,西安和天熙商贸有限公司,袋
1133,14.00,6920153606215,6.00,105.00,西安和天熙商贸有限公司,袋
1134,14.00,6920153606222,8.00,140.00,西安和天熙商贸有限公司,袋
1135,9.80,6948939608208,7.00,90.30,西安和天熙商贸有限公司,袋
1136,4.30,8851994612012,13.00,71.50,西安和天熙商贸有限公司,瓶
1137,75.00,6920771613763,5.00,475.00,西安和天熙商贸有限公司,罐
1138,68.00,6920771613787,3.00,255.00,西安和天熙商贸有限公司,罐
1139,60.00,6920771613848,1.00,71.00,西安和天熙商贸有限公司,罐
1140,12.50,4897044643081,4.00,64.00,西安和天熙商贸有限公司,袋
1141,11.40,4897044644613,4.00,60.00,西安和天熙商贸有限公司,袋
1142,10.00,6923450656150,13.00,162.50,西安和天熙商贸有限公司,瓶
1143,10.00,6923450656181,21.00,262.50,西安和天熙商贸有限公司,盒
1144,10.00,6923450656860,18.00,225.00,西安和天熙商贸有限公司,瓶
1145,10.00,6923450657638,5.00,62.50,西安和天熙商贸有限公司,瓶
1146,10.00,6923450657935,10.00,125.00,西安和天熙商贸有限公司,瓶
1147,7.70,6923450662106,21.00,207.90,西安和天熙商贸有限公司,瓶
1148,14.00,6972636670213,15.00,268.50,西安和天熙商贸有限公司,袋
1149,14.00,6972636670237,25.00,447.50,西安和天熙商贸有限公司,袋
1150,14.00,6972636670244,12.00,214.80,西安和天熙商贸有限公司,袋
1151,80.00,6974900680270,9.00,873.00,西安和天熙商贸有限公司,盒
1152,32.00,6974900680560,16.00,624.00,西安和天熙商贸有限公司,盒
1153,36.00,6974900680737,23.00,"1,012.00",西安和天熙商贸有限公司,盒
1154,10.00,6927682700018,6.00,76.80,西安和天熙商贸有限公司,袋
1155,30.00,6948322700519,2.00,76.00,西安和天熙商贸有限公司,袋
1156,26.00,9555176702889,1.00,33.50,西安和天熙商贸有限公司,袋
1157,33.00,9555176702896,2.00,84.00,西安和天熙商贸有限公司,袋
1158,26.00,9555176702926,4.00,134.00,西安和天熙商贸有限公司,袋
1159,75.00,9555176704500,3.00,273.00,西安和天熙商贸有限公司,盒
1160,7.50,9555176708478,4.00,36.80,西安和天熙商贸有限公司,袋
1161,11.00,8004583711416,4.00,60.00,西安和天熙商贸有限公司,盒
1162,11.00,8004583711423,4.00,60.00,西安和天熙商贸有限公司,盒
1163,11.00,8004583711461,2.00,30.00,西安和天熙商贸有限公司,盒
1164,14.00,4715219771608,5.00,92.50,西安和天熙商贸有限公司,袋
1165,14.00,4715219771615,9.00,166.50,西安和天熙商贸有限公司,袋
1166,7.80,9556023788735,2.00,21.00,西安和天熙商贸有限公司,袋
1167,12.30,8854761800537,7.00,106.40,西安和天熙商贸有限公司,瓶
1168,16.50,6920907801347,3.00,64.50,西安和天熙商贸有限公司,盒
1169,9.50,6940188801560,3.00,36.00,西安和天熙商贸有限公司,包
1170,10.00,6940188801591,1.00,13.00,西安和天熙商贸有限公司,包
1171,10.00,6940188801607,6.00,78.00,西安和天熙商贸有限公司,包
1172,10.00,6940188801638,24.00,312.00,西安和天熙商贸有限公司,袋
1173,5.80,6959629805395,2.00,15.00,西安和天熙商贸有限公司,杯
1174,5.80,6959629805401,1.00,7.50,西安和天熙商贸有限公司,杯
1175,5.80,6959629805418,4.00,30.00,西安和天熙商贸有限公司,杯
1176,16.00,6959629805463,6.00,126.00,西安和天熙商贸有限公司,盒
1177,16.00,6959629805470,5.00,105.00,西安和天熙商贸有限公司,盒
1178,16.00,6959629805487,5.00,105.00,西安和天熙商贸有限公司,盒
1179,16.00,6959629805524,3.00,63.00,西安和天熙商贸有限公司,盒
1180,16.00,6959629805531,3.00,63.00,西安和天熙商贸有限公司,盒
1181,16.00,6959629805548,6.00,126.00,西安和天熙商贸有限公司,盒
1182,3.70,6920907808179,22.00,99.00,西安和天熙商贸有限公司,盒
1183,3.70,6920907808278,14.00,63.00,西安和天熙商贸有限公司,盒
1184,5.00,6920907808537,7.00,41.30,西安和天熙商贸有限公司,袋
1185,5.00,6920907808575,11.00,64.90,西安和天熙商贸有限公司,袋
1186,5.00,6920907808612,9.00,53.10,西安和天熙商贸有限公司,袋
1187,7.00,6920907809862,8.00,68.00,西安和天熙商贸有限公司,罐
1188,7.00,6920907809886,20.00,170.00,西安和天熙商贸有限公司,罐
1189,7.00,6920907809909,18.00,153.00,西安和天熙商贸有限公司,桶
1190,15.00,6934364814697,15.00,285.00,西安和天熙商贸有限公司,袋
1191,10.70,6924187821644,17.00,236.30,西安和天熙商贸有限公司,袋
1192,11.20,6924187821989,17.00,270.30,西安和天熙商贸有限公司,袋
1193,13.50,6924187822337,11.00,209.00,西安和天熙商贸有限公司,包
1194,10.00,6937451831256,5.00,69.00,西安和天熙商贸有限公司,袋
1195,8.00,4712883834257,15.00,157.50,西安和天熙商贸有限公司,袋
1196,8.00,4712883834264,11.00,115.50,西安和天熙商贸有限公司,袋
1197,14.00,4712883837876,17.00,306.00,西安和天熙商贸有限公司,袋
1198,14.00,4712883837883,14.00,252.00,西安和天熙商贸有限公司,袋
1199,6.80,6924187851160,28.00,249.20,西安和天熙商贸有限公司,袋
1200,33.00,6924187858725,12.00,534.00,西安和天熙商贸有限公司,袋
1201,12.90,6970209860221,18.00,306.00,西安和天熙商贸有限公司,袋
1202,12.90,6970209860467,16.00,272.00,西安和天熙商贸有限公司,袋
1203,10.00,6971529861257,4.00,52.00,西安和天熙商贸有限公司,袋
1204,28.00,6924187875333,2.00,72.00,西安和天熙商贸有限公司,盒
1205,18.70,9556023875985,6.00,144.00,西安和天熙商贸有限公司,盒
1206,32.00,6924187876576,3.00,128.70,西安和天熙商贸有限公司,盒
1207,22.00,4897025880689,1.00,32.00,西安和天熙商贸有限公司,盒
1208,32.00,4897025882539,10.00,410.00,西安和天熙商贸有限公司,盒
1209,11.00,6937451883088,4.00,56.00,西安和天熙商贸有限公司,盒
1210,11.50,6937451883118,3.00,45.00,西安和天熙商贸有限公司,盒
1211,14.00,6937451883231,3.00,54.00,西安和天熙商贸有限公司,盒
1212,14.00,6937451883248,3.00,54.00,西安和天熙商贸有限公司,盒
1213,22.00,4897025883499,1.00,30.00,西安和天熙商贸有限公司,盒
1214,23.00,6924187889309,3.00,87.00,西安和天熙商贸有限公司,盒
1215,23.00,6924187889316,4.00,116.00,西安和天熙商贸有限公司,盒
1216,13.50,4897025889453,7.00,126.00,西安和天熙商贸有限公司,袋
1217,13.50,4897025889460,13.00,234.00,西安和天熙商贸有限公司,袋
1218,72.00,6924187892637,5.00,475.00,西安和天熙商贸有限公司,盒
1219,39.00,8807920893475,1.00,50.00,西安和天熙商贸有限公司,瓶
1220,9.00,6920609900362,37.00,425.50,西安和天熙商贸有限公司,袋
1221,9.50,6920130971107,2.00,27.60,西安和天熙商贸有限公司,袋
1222,9.50,6920130971879,10.00,138.00,西安和天熙商贸有限公司,袋
1223,9.50,6920130971886,7.00,96.60,西安和天熙商贸有限公司,袋
1224,18.70,9556023986476,5.00,120.00,西安和天熙商贸有限公司,盒
1225,11.00,6926972995202,8.00,108.00,西安和天熙商贸有限公司,盒
1226,11.00,6926972995219,9.00,121.50,西安和天熙商贸有限公司,盒
1227,11.00,6926972995226,4.00,54.00,西安和天熙商贸有限公司,盒
1229,16.50,6911569009943,29.00,623.50,西安和天熙商贸有限公司,袋
1230,11.00,6911569011229,1.00,14.90,西安和天熙商贸有限公司,袋
1231,10.70,6911569014145,21.00,277.20,西安和天熙商贸有限公司,袋
1232,19.00,6911569113497,25.00,672.50,西安和天熙商贸有限公司,袋
1233,19.00,6911569114456,42.00,"1,213.80",西安和天熙商贸有限公司,袋
1234,12.00,6911569126398,10.00,169.00,西安和天熙商贸有限公司,袋
1235,12.00,6911569126411,13.00,219.70,西安和天熙商贸有限公司,袋
1236,10.50,6911569132313,3.00,40.50,西安和天熙商贸有限公司,袋
1237,7.50,6911569140158,12.00,118.80,西安和天熙商贸有限公司,袋
1238,18.00,6911569145061,28.00,630.00,西安和天熙商贸有限公司,袋
1239,20.00,6911569200289,7.00,182.00,西安和天熙商贸有限公司,袋
1240,3.80,6924640202225,17.00,85.00,西安和天熙商贸有限公司,袋
1241,18.00,6911569202573,6.00,141.00,西安和天熙商贸有限公司,袋
1242,16.50,6911569506848,14.00,301.00,西安和天熙商贸有限公司,袋
1244,13.00,9415262003972,1.00,15.80,西安和天熙商贸有限公司,盒
1245,12.00,4100290007072,15.00,225.00,西安和天熙商贸有限公司,盒
1246,12.00,4100290007089,4.00,60.00,西安和天熙商贸有限公司,盒
1247,12.00,4100290007096,14.00,210.00,西安和天熙商贸有限公司,盒
1248,5.00,5711953044366,28.00,173.60,西安和天熙商贸有限公司,盒
1249,5.00,5711953044380,24.00,148.80,西安和天熙商贸有限公司,盒
1250,78.00,6955801118659,13.00,"1,352.00",西安和天熙商贸有限公司,盒
1251,12.00,4260290260010,22.00,330.00,西安和天熙商贸有限公司,盒
1252,12.00,4260290260027,17.00,255.00,西安和天熙商贸有限公司,盒
1253,48.00,4260290260041,4.00,236.00,西安和天熙商贸有限公司,提
1254,48.00,4260290262267,2.00,118.00,西安和天熙商贸有限公司,提
1255,55.00,4260290262274,4.00,276.00,西安和天熙商贸有限公司,提
1256,48.00,4260290263042,4.00,236.00,西安和天熙商贸有限公司,提
1257,55.00,4260290264636,1.00,68.00,西安和天熙商贸有限公司,提
1258,10.50,9300639500041,17.00,221.00,西安和天熙商贸有限公司,盒
1259,35.00,6904007602035,6.00,237.00,西安和天熙商贸有限公司,提
1260,36.00,6904007602578,3.00,120.00,西安和天熙商贸有限公司,提
1261,7.00,6904007605050,10.00,82.00,西安和天熙商贸有限公司,盒
1262,36.00,6904007605920,2.00,80.00,西安和天熙商贸有限公司,提
1263,33.00,6904007606569,2.00,76.00,西安和天熙商贸有限公司,提
1264,38.00,6904007606606,26.00,"1,162.20",西安和天熙商贸有限公司,提
1265,15.00,6904007607856,6.00,108.00,西安和天熙商贸有限公司,盒
1266,15.00,6904007607863,8.00,144.00,西安和天熙商贸有限公司,盒
1267,15.00,6904007607870,2.00,36.00,西安和天熙商贸有限公司,盒
1268,8.90,6904007607900,12.00,133.20,西安和天熙商贸有限公司,袋
1269,10.00,6904007607917,31.00,387.50,西安和天熙商贸有限公司,袋
1270,10.00,6904007607924,20.00,250.00,西安和天熙商贸有限公司,袋
1271,16.00,6904007608211,6.00,120.60,西安和天熙商贸有限公司,盒
1272,6.50,6904007608563,19.00,150.10,西安和天熙商贸有限公司,杯
1273,6.50,6904007608570,24.00,189.60,西安和天熙商贸有限公司,盒
1274,41.00,6904007610481,4.00,192.00,西安和天熙商贸有限公司,提
1275,15.20,6904007610542,12.00,226.80,西安和天熙商贸有限公司,盒
1277,6.50,3179730010041,12.00,102.00,西安和天熙商贸有限公司,瓶
1278,6.50,3179730010560,24.00,204.00,西安和天熙商贸有限公司,瓶
1279,6.50,3179730010591,28.00,238.00,西安和天熙商贸有限公司,瓶
1280,90.50,6901808012483,4.00,424.00,西安和天熙商贸有限公司,盒
1281,5.20,3068320055008,56.00,369.60,西安和天熙商贸有限公司,瓶
1282,3.70,6901808188881,226.00,"1,017.00",西安和天熙商贸有限公司,罐
1283,64.00,4891599331288,5.00,390.00,西安和天熙商贸有限公司,盒
1284,3.20,6956367338680,23.00,92.00,西安和天熙商贸有限公司,罐
1285,2.40,6970783730019,22.00,66.00,西安和天熙商贸有限公司,瓶
1286,2.40,6970783730132,18.00,54.00,西安和天熙商贸有限公司,瓶
1287,3.50,6925303730574,17.00,73.10,西安和天熙商贸有限公司,瓶
1290,5.40,6956405212927,11.00,73.70,西安其林贸易有限公司,袋
1291,5.40,6956405213597,3.00,20.10,西安其林贸易有限公司,袋
1292,5.40,6956405213610,13.00,89.70,西安其林贸易有限公司,袋
1293,5.40,6956405213627,15.00,100.50,西安其林贸易有限公司,袋
1294,5.40,6956405213962,21.00,140.70,西安其林贸易有限公司,袋
1295,10.20,6941297400217,2.00,25.40,西安其林贸易有限公司,袋
1296,15.90,6975624410990,8.00,149.60,西安其林贸易有限公司,盒
1297,15.90,6975624411003,3.00,56.10,西安其林贸易有限公司,盒
1298,15.90,6975624411010,11.00,205.70,西安其林贸易有限公司,盒
1299,3.70,6947798800112,46.00,216.20,西安其林贸易有限公司,瓶
1300,5.30,6974197980008,90.00,621.00,西安其林贸易有限公司,瓶
1321,13.40,6975915740010,10.00,167.00,西安草滩金牛餐饮管理有限公司,袋
1322,32.00,6975915740027,6.00,238.80,西安草滩金牛餐饮管理有限公司,盒
1323,8.00,6975915740034,22.00,220.00,西安草滩金牛餐饮管理有限公司,瓶
1324,8.00,6975915740041,21.00,210.00,西安草滩金牛餐饮管理有限公司,瓶
1325,8.00,6975915740058,19.00,190.00,西安草滩金牛餐饮管理有限公司,瓶
1326,2.00,6975915740065,87.00,217.50,西安草滩金牛餐饮管理有限公司,杯
1329,174.00,8412253001437,7.00,"1,533.00",西安阜隆商贸有限公司,瓶
1330,84.00,6909931264151,2.00,196.00,西安阜隆商贸有限公司,桶
1331,70.00,6926650313151,1.00,86.00,西安阜隆商贸有限公司,桶
1332,159.00,6926650331469,1.00,189.00,西安阜隆商贸有限公司,桶
1333,64.00,6926650331483,2.00,156.00,西安阜隆商贸有限公司,桶
1335,31.00,6921555521236,19.00,703.00,西安阜隆商贸有限公司,袋
1338,138.00,6972808380827,1.00,166.00,西安市禾采商贸有限公司,盒
1339,156.00,6972808380865,1.00,189.00,西安市禾采商贸有限公司,盒
1340,24.00,6972808381992,13.00,388.70,西安市禾采商贸有限公司,瓶
1341,98.00,6972808388922,6.00,714.00,西安市禾采商贸有限公司,桶
1342,89.00,6972808389516,1.00,109.00,西安市禾采商贸有限公司,桶
1344,37.20,6972808381145,4.00,182.00,西安市禾采商贸有限公司,袋
1346,47.00,6939656100090,8.00,460.00,西安市禾采商贸有限公司,瓶
1347,47.00,6939656100663,4.00,230.00,西安市禾采商贸有限公司,瓶
1348,55.00,6972808380421,2.00,133.80,西安市禾采商贸有限公司,盒
1349,19.50,6972808382180,1.00,25.50,西安市禾采商贸有限公司,盒
1350,22.00,6972808382388,3.00,81.00,西安市禾采商贸有限公司,盒
1351,22.00,6972808382401,3.00,81.00,西安市禾采商贸有限公司,盒
1352,19.20,6973044387731,5.00,122.50,西安市禾采商贸有限公司,盒
1353,19.20,6973044387748,4.00,98.00,西安市禾采商贸有限公司,盒
1354,19.20,6973044387755,5.00,122.50,西安市禾采商贸有限公司,盒
