,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
163,0.0,0.0,11.0,181.5,18.0,16.5,297.0,7.0,115.5,6928312984228
164,0.0,0.0,20.0,238.0,22.0,11.9,261.8,2.0,23.8,6942806983528
165,0.0,0.0,9.0,107.1,12.0,11.9,142.8,3.0,35.7,6942806983511
166,0.0,0.0,136.0,1360.0,136.0,10.0,1360.0,0.0,0.0,6974919370070
167,0.0,0.0,1.0,6.5,8.0,6.5,52.0,7.0,45.5,6902265360018
168,3.0,34.5,0.0,0.0,8.0,11.5,92.0,11.0,126.5,6928710609778
169,0.0,0.0,12.0,138.0,12.0,11.5,138.0,0.0,0.0,6920267907420
170,0.0,0.0,27.0,945.0,27.0,35.0,945.0,0.0,0.0,6924773610010
171,0.0,0.0,6.0,108.0,6.0,18.0,108.0,0.0,0.0,6920267904344
172,1.0,4.6,0.0,0.0,-1.0,4.6,-4.6,0.0,0.0,6902265610014
173,0.0,0.0,4.0,54.0,5.0,13.5,67.5,1.0,13.5,6920267904146
174,0.0,0.0,1.0,6.0,1.0,6.0,6.0,0.0,0.0,6928710609761
175,0.0,0.0,12.0,70.8,20.0,5.9,118.0,8.0,47.2,6907592001245
176,0.0,0.0,21.0,119.7,25.0,5.7,142.5,4.0,22.8,6928710605176
177,0.0,0.0,21.0,119.7,25.0,5.7,142.5,4.0,22.8,6928710605138
178,0.0,0.0,7.0,56.0,11.0,8.0,88.0,4.0,32.0,6902131130011
179,0.0,0.0,12.0,276.0,14.0,23.0,322.0,2.0,46.0,6974919370025
180,0.0,0.0,161.0,4186.0,162.0,26.0,4212.0,1.0,26.0,6928710609549
181,0.0,0.0,358.0,9666.0,359.0,27.0,9693.0,1.0,27.0,6928710609570
182,0.0,0.0,12.0,126.0,12.0,10.5,126.0,0.0,0.0,6942806982064
183,0.0,0.0,22.0,231.0,24.0,10.5,252.0,2.0,21.0,6942806981999
184,0.0,0.0,14.0,119.0,17.0,8.5,144.5,3.0,25.5,6928710609556
185,0.0,0.0,2.0,20.0,4.0,10.0,40.0,2.0,20.0,6942806981951
186,0.0,0.0,10.0,115.0,13.0,11.5,149.5,3.0,34.5,6928312961090
187,0.0,0.0,71.0,1278.0,74.0,18.0,1332.0,3.0,54.0,6928710609563
188,0.0,0.0,10.0,120.0,13.0,12.0,156.0,3.0,36.0,6920267909844
189,0.0,0.0,78.0,1716.0,88.0,22.0,1936.0,10.0,220.0,6928710609594
199,0.0,0.0,9.0,70.2,10.0,7.8,78.0,1.0,7.8,6907661938854
200,0.0,0.0,21.0,163.8,21.0,7.8,163.8,0.0,0.0,6907661938847
201,0.0,0.0,11.0,93.5,12.0,8.5,102.0,1.0,8.5,6928312918001
202,0.0,0.0,3.0,27.0,5.0,9.0,45.0,2.0,18.0,6928312911668
203,0.0,0.0,35.0,420.0,39.0,12.0,468.0,4.0,48.0,6971851560026
204,0.0,0.0,10.0,480.0,12.0,48.0,576.0,2.0,96.0,6928710600195
205,0.0,0.0,198.0,8118.0,199.0,41.0,8159.0,1.0,41.0,6928710601758
206,0.0,0.0,320.0,6400.0,326.0,20.0,6520.0,6.0,120.0,6924773600165
207,0.0,0.0,30.0,780.0,34.0,26.0,884.0,4.0,104.0,6928710600096
208,0.0,0.0,190.0,3420.0,193.0,18.0,3474.0,3.0,54.0,6928710600072
209,0.0,0.0,53.0,1060.0,55.0,20.0,1100.0,2.0,40.0,6928710600065
210,0.0,0.0,340.0,15300.0,340.0,45.0,15300.0,0.0,0.0,6928710600058
211,0.0,0.0,88.0,114.4,132.0,1.3,171.6,44.0,57.2,6926198012233
212,0.0,0.0,175.0,1400.0,177.0,8.0,1416.0,2.0,16.0,6928710600317
213,0.0,0.0,641.0,1923.0,641.0,3.0,1923.0,0.0,0.0,6956064018670
214,0.0,0.0,20.0,220.0,39.0,11.0,429.0,19.0,209.0,6928710600331
215,0.0,0.0,2.0,10.4,3.0,5.2,15.6,1.0,5.2,6942848800050
216,0.0,0.0,26.0,416.0,28.0,16.0,448.0,2.0,32.0,6928710600300
217,0.0,0.0,2.0,2.4,2.0,1.2,2.4,0.0,0.0,6956064018861
218,0.0,0.0,411.0,3699.0,411.0,9.0,3699.0,0.0,0.0,6926213560831
219,0.0,0.0,70.0,420.0,74.0,6.0,444.0,4.0,24.0,6907592007056
220,0.0,0.0,11.0,209.0,16.0,19.0,304.0,5.0,95.0,6932583206590
221,0.0,0.0,91.0,1183.0,91.0,13.0,1183.0,0.0,0.0,6926213557985
222,0.0,0.0,166.0,996.0,169.0,6.0,1014.0,3.0,18.0,6926213559019
