,amount,avgCost,importPrice,serialNum
0,30,12.5,375.0,6921774200639
1,36,4.0,144.0,6921774200776
2,30,12.5,375.0,6921774271547
3,60,12.2,732.0,6901715292527
4,36,3.7,133.2,6901715292541
