,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
318,0,0.00,24,276.00,31,11.50,356.50,7,80.50,6942032700067
319,0,0.00,6,21.00,17,3.50,59.50,11,38.50,6920143500509
320,0,0.00,39,331.50,42,8.50,357.00,3,25.50,6936749501116
321,0,0.00,9,76.50,18,8.50,153.00,9,76.50,6936749501109
322,0,0.00,28,252.00,35,9.00,315.00,7,63.00,6947769900766
323,0,0.00,11,96.80,16,8.80,140.80,5,44.00,6947769901008
324,0,0.00,1,6.90,1,6.90,6.90,0,0.00,6902007115180
325,0,0.00,34,442.00,40,13.00,520.00,6,78.00,6933453800078
326,0,0.00,64,256.00,71,4.00,284.00,7,28.00,6970470758319
327,0,0.00,36,190.80,36,5.30,190.80,0,0.00,6922848608894
328,0,0.00,11,58.30,12,5.30,63.60,1,5.30,6922848608870
329,0,0.00,13,101.40,13,7.80,101.40,0,0.00,6930628801304
330,0,0.00,40,360.00,43,9.00,387.00,3,27.00,6921804700757
331,0,0.00,5,42.50,8,8.50,68.00,3,25.50,6921804700184
332,0,0.00,22,198.00,34,9.00,306.00,12,108.00,6922824000643
333,0,0.00,12,102.00,14,8.50,119.00,2,17.00,6918678310014
334,0,0.00,21,136.50,24,6.50,156.00,3,19.50,4893888001575
335,0,0.00,8,48.00,19,6.00,114.00,11,66.00,6922824055063
336,0,0.00,16,160.00,18,10.00,180.00,2,20.00,6922824075016
337,0,0.00,9,67.50,11,7.50,82.50,2,15.00,6922824055018
338,0,0.00,14,109.20,14,7.80,109.20,0,0.00,4893888001360
339,0,0.00,9,81.00,11,9.00,99.00,2,18.00,6922824001329
340,0,0.00,30,330.00,32,11.00,352.00,2,22.00,6918678423035
341,0,0.00,11,55.00,15,5.00,75.00,4,20.00,6901377002502
342,0,0.00,20,224.00,29,11.20,324.80,9,100.80,6909689901483
343,0,0.00,11,51.70,13,4.70,61.10,2,9.40,6924116188879
344,0,0.00,3,14.10,5,4.70,23.50,2,9.40,6924116170010
345,0,0.00,19,123.50,20,6.50,130.00,1,6.50,6936072100154
355,0,0.00,36,208.80,39,5.80,226.20,3,17.40,6936072100468
356,0,0.00,12,288.00,13,24.00,312.00,1,24.00,6936072100871
357,0,0.00,4,30.00,5,7.50,37.50,1,7.50,6936072100369
358,0,0.00,15,157.50,16,10.50,168.00,1,10.50,6939044610002
359,0,0.00,16,360.00,21,22.50,472.50,5,112.50,6922877745508
360,0,0.00,55,484.00,76,8.80,668.80,21,184.80,6922130101485
361,0,0.00,18,234.00,24,13.00,312.00,6,78.00,6922130118483
362,0,0.00,27,148.50,30,5.50,165.00,3,16.50,6972559820108
363,0,0.00,45,99.00,49,2.20,107.80,4,8.80,6944296500049
364,0,0.00,12,78.00,13,6.50,84.50,1,6.50,6906303002441
365,0,0.00,101,505.00,121,5.00,605.00,20,100.00,6906303004612
366,0,0.00,98,323.40,102,3.30,336.60,4,13.20,6906303004469
367,0,0.00,86,326.80,97,3.80,368.60,11,41.80,6906303004476
368,0,0.00,123,418.20,126,3.40,428.40,3,10.20,6906303888908
369,0,0.00,71,269.80,73,3.80,277.40,2,7.60,6906303004605
370,0,0.00,42,126.00,43,3.00,129.00,1,3.00,6906303004643
371,0,0.00,231,785.40,259,3.40,880.60,28,95.20,6906303888885
372,0,0.00,26,286.00,28,11.00,308.00,2,22.00,6906303002434
373,0,0.00,22,48.40,23,2.20,50.60,1,2.20,6907592001429
374,0,0.00,32,112.00,46,3.50,161.00,14,49.00,6901754040936
375,0,0.00,56,95.20,72,1.70,122.40,16,27.20,6901754150505
376,0,0.00,85,552.50,92,6.50,598.00,7,45.50,6928454900087
377,0,0.00,25,250.00,28,10.00,280.00,3,30.00,6972011732017
378,0,0.00,17,212.50,22,12.50,275.00,5,62.50,6935953399991
379,0,0.00,14,165.20,17,11.80,200.60,3,35.40,6935953399984
380,0,0.00,11,63.80,11,5.80,63.80,0,0.00,6921204802204
381,0,0.00,17,22.10,20,1.30,26.00,3,3.90,6920633801048
382,0,0.00,39,62.40,40,1.60,64.00,1,1.60,6942046300017
383,0,0.00,13,20.80,22,1.60,35.20,9,14.40,6942046300055
384,0,0.00,7,45.50,7,6.50,45.50,0,0.00,6922165900787
394,0,0.00,13,104.00,14,8.00,112.00,1,8.00,6922165900770
397,45,1026.00,37,843.60,9,22.80,205.20,17,387.60,6933276212058
398,45,945.00,53,1113.00,55,21.00,1155.00,47,987.00,6933276212119
401,0,0.00,4,128.00,6,32.00,192.00,2,64.00,6975915740027
402,0,0.00,24,321.60,28,13.40,375.20,4,53.60,6975915740010
403,0,0.00,14,112.00,20,8.00,160.00,6,48.00,6975915740058
