,refundAmount,refundPrice,saleAmount,salePrice,serialNum
790,0,0.00,95.00,152.00,6921168511280
791,0,0.00,62.00,545.60,6921168559176
792,0,0.00,4.00,15.20,6921168593002
793,0,0.00,523.00,889.10,6921168509256
802,0,0.00,31.00,151.90,6921168500956
803,0,0.00,22.00,107.80,6921168500970
804,0,0.00,5.00,144.00,6920238066019
805,0,0.00,1.00,32.80,4002652000748
806,0,0.00,4.00,72.00,6371251259
807,0,0.00,11.00,154.00,1008862021070005
808,0,0.00,6.00,82.80,6371251240
809,0,0.00,6.00,503.40,8411342000115
810,0,0.00,1.00,135.00,8411342000177
811,0,0.00,6.00,49.80,041508600057
812,0,0.00,3.00,128.40,2010311951431
813,0,0.00,2.00,85.80,6924187876576
814,0,0.00,3.00,108.00,6924187875333
815,0,0.00,13.00,115.70,6924187851160
816,0,0.00,13.00,162.50,6924187824959
817,0,0.00,11.00,174.90,6924187821989
818,0,0.00,1.00,13.90,6924187821644
819,0,0.00,4.00,149.60,6928312900525
820,0,0.00,2.00,23.40,6928312911668
821,0,0.00,3.00,57.60,6928312961090
822,0,0.00,1.00,10.20,6928312918001
823,0,0.00,6.00,105.00,6928312900204
824,0,0.00,7.00,147.00,6928312984228
825,0,0.00,3.00,26.40,6936072100154
826,0,0.00,5.00,174.50,6936072100871
827,0,0.00,1.00,9.50,6936072100369
828,0,0.00,5.00,49.50,6974613130086
829,0,0.00,29.00,429.20,6943036809015
830,0,0.00,13.00,335.40,6957335216016
831,0,0.00,3.00,80.40,6957335216023
840,0,0.00,7.00,251.30,6943036808032
841,0,0.00,1.00,79.00,6943036812046
842,0,0.00,2.00,47.60,6957335207168
843,0,0.00,3.00,48.00,6936700600599
844,0,0.00,6.00,96.00,6936700600353
845,0,0.00,15.00,240.00,6936700600247
846,0,0.00,14.00,224.00,6936700600391
847,0,0.00,1.00,12.00,6910160312377
848,0,0.00,18.00,86.40,6920180209601
849,0,0.00,5.00,129.00,2010317194674
850,0,0.00,34.00,544.00,1008861919350056
851,0,0.00,45.00,292.50,6917878054766
852,0,0.00,26.00,1297.40,6970037312640
853,0,0.00,10.00,780.00,6970037311421
854,0,0.00,7.00,546.00,6970037311247
855,0,0.00,9.00,441.00,6970037313272
856,0,0.00,23.00,135.70,4904910060320
857,0,0.00,13.00,76.70,4904910060344
858,0,0.00,13.00,258.70,1008861919353064
859,0,0.00,1.00,16.30,1008861919350613
860,0,0.00,2.00,23.00,4716076571691
861,0,0.00,6.00,60.00,6371251249
862,0,0.00,11.00,107.80,1008861919353323
863,0,0.00,6.00,99.00,1008862021070008
864,0,0.00,24.00,352.80,1008861919350616
865,0,0.00,3.00,90.00,6974856040098
866,0,0.00,2.00,60.00,6974856040081
867,0,0.00,3.00,38.40,6371251237
868,0,0.00,2.00,35.00,7614500010310
869,0,0.00,1.00,17.50,7614500010617
878,0,0.00,3.00,66.00,4000417703002
879,0,0.00,4.00,108.00,4000417938008
880,0,0.00,3.00,81.00,4000417933003
881,0,0.00,1.00,27.00,4000417932006
882,0,0.00,4.00,88.00,4000417022004
883,0,0.00,7.00,166.60,4897038890972
884,0,0.00,8.00,190.40,4897038890965
885,0,0.00,12.00,234.00,4897038894598
886,0,0.00,3.00,58.50,4897038894604
887,0,0.00,11.00,195.80,4897038892310
888,0,0.00,3.00,45.00,4897038892365
889,0,0.00,3.00,45.00,4897038892372
890,0,0.00,14.00,70.00,6972549660929
891,0,0.00,58.00,278.40,6972549661254
892,0,0.00,38.00,190.00,6972549660677
893,0,0.00,59.00,295.00,6972549660905
894,0,0.00,9.00,79.20,6371251250
895,0,0.00,11.00,363.00,6925723000028
896,0,0.00,6.00,96.00,6925723000080
897,0,0.00,1.00,48.00,6951047862059
898,0,0.00,1.00,9.50,6975086650316
899,0,0.00,2.00,96.00,6975086650064
900,0,0.00,2.00,36.40,6975086650323
901,0,0.00,2.00,17.60,6972914150765
902,0,0.00,3.00,26.40,6972914150772
903,0,0.00,4.00,35.20,6972914150789
904,0,0.00,1.00,10.00,6972914150321
905,0,0.00,4.00,40.00,6972914150314
906,0,0.00,1.00,10.00,6972914150352
907,0,0.00,14.00,259.00,6935498309561
916,0,0.00,18.00,333.00,6971657870893
917,0,0.00,2.00,37.00,6971657870343
918,0,0.00,2.00,119.80,6959540361406
919,0,0.00,1.00,29.90,6959540362274
920,0,0.00,2.00,99.80,6959540361321
921,0,0.00,3.00,144.00,8002650002177
922,0,0.00,30.00,249.00,041508800075
923,0,0.00,8.00,376.00,6916323943525
924,0,0.00,3.00,279.00,6916323942313
925,0,0.00,8.00,55.20,6956405213610
926,0,0.00,20.00,166.00,6971426300491
927,0,0.00,7.00,58.10,6971426300477
928,0,0.00,2.00,15.20,6974919371374
929,0,0.00,5.00,39.00,6974919371367
930,0,0.00,1.00,34.50,4712883839818
931,0,0.00,5.00,172.50,4712883839832
932,0,0.00,2.00,69.00,4712883839825
933,0,0.00,46.00,138.00,6970783730132
934,0,0.00,30.00,90.00,6970783730019
935,0,0.00,3.00,32.40,6939044610002
936,0,0.00,5.00,90.00,6371251260
937,0,0.00,2.00,28.00,1008862021070012
938,0,0.00,2.00,39.00,6923250611281
939,0,0.00,1.00,19.50,6923250611267
940,0,0.00,5.00,59.00,6921665714436
941,0,0.00,11.00,140.80,6921665732577
942,0,0.00,3.00,38.40,6921665700194
943,0,0.00,8.00,94.40,6921665714429
944,0,0.00,1.00,24.00,6932583203438
945,0,0.00,5.00,120.00,6932583206590
954,0,0.00,20.00,870.00,6974036910050
956,0,0.00,3.00,41.70,4897076061167
957,0,0.00,4.00,55.60,4897076061181
958,0,0.00,20.00,190.00,6922130101485
959,0,0.00,10.00,165.00,6922130118483
960,0,0.00,22.00,147.40,6901306180738
961,0,0.00,12.00,80.40,6901306180707
962,0,0.00,30.00,174.00,8851994612012
963,0,0.00,5.00,90.00,6371251257
964,0,0.00,1.00,6.80,6972559820108
965,0,0.00,2.00,130.00,8002650000906
966,0,0.00,1.00,119.00,8002650000807
967,0,0.00,10.00,670.00,0101020211011
968,0,0.00,6.00,180.00,0101020211013
969,0,0.00,85.00,5015.00,6923644266318
970,0,0.00,13.00,1014.00,6923644295844
971,0,0.00,1.00,12.00,9555118659523
972,0,0.00,9.00,108.00,9555118659530
973,0,0.00,12.00,288.00,1008861919353231
974,0,0.00,10.00,28.00,6944296500049
975,0,0.00,10.00,43.00,6925303730574
976,0,0.00,82.00,516.60,6970399927247
977,0,0.00,4.00,159.60,4891913367344
978,0,0.00,2.00,67.80,4891913750351
979,0,0.00,1.00,37.90,4891913367238
980,0,0.00,4.00,194.40,6943890900422
981,0,0.00,4.00,216.00,6943890900415
982,0,0.00,2.00,8.00,6956367338680
983,0,0.00,27.00,148.50,6906303004612
992,-1,-4.00,5.00,20.00,6906303004469
993,0,0.00,10.00,55.00,6906303004476
994,0,0.00,4.00,15.60,6906303888908
995,0,0.00,6.00,24.00,6906303004643
996,0,0.00,28.00,109.20,6906303888885
997,0,0.00,6.00,99.00,6906303002434
998,0,0.00,13.00,232.70,6972636670244
999,0,0.00,22.00,393.80,6972636670237
1000,0,0.00,29.00,519.10,6972636670213
1001,0,0.00,4.00,31.60,6907592007056
1002,0,0.00,12.00,153.60,6907592002013
1003,0,0.00,3.00,26.40,6907592000026
1004,0,0.00,5.00,14.00,6907592001429
1005,0,0.00,3.00,26.40,6907592000040
1006,0,0.00,8.00,56.00,6907592001245
1007,0,0.00,1.00,8.80,6907592000033
1008,0,0.00,5.00,127.50,6909995101676
1009,0,0.00,3.00,76.50,6909995110326
1010,0,0.00,22.00,217.80,6971836970055
1011,0,0.00,4.00,39.60,6971836970123
1012,0,0.00,17.00,168.30,6971836970086
1013,0,0.00,1.00,28.00,8934683007235
1014,0,0.00,1.00,13.80,4897076062393
1015,0,0.00,2.00,27.60,4897076062850
1016,0,0.00,2.00,35.60,8032755323723
1017,0,0.00,1.00,20.80,8032755323761
1018,0,0.00,5.00,105.00,6904432800440
1019,0,0.00,14.00,546.00,6948431109968
1020,0,0.00,2.00,27.80,6924115086107
1021,0,0.00,3.00,120.00,6959479300422
1030,0,0.00,5.00,200.00,6959479300439
1032,-6,-28.80,84.00,403.20,6954767422688
1033,0,0.00,3.00,56.70,6907619667669
1034,0,0.00,3.00,45.00,6916323200222
1035,0,0.00,2.00,114.00,6916323200611
1036,0,0.00,3.00,129.60,6905014301263
1037,0,0.00,3.00,129.60,6905014301287
1038,0,0.00,1.00,33.50,6905014000548
1039,0,0.00,1.00,33.50,6905014000081
1040,0,0.00,1.00,33.50,6905014186839
1041,0,0.00,1.00,28.00,6905014081288
1042,0,0.00,9.00,252.00,6905014000890
1043,0,0.00,9.00,166.50,6905014000876
1044,0,0.00,2.00,173.00,6924947838899
1045,0,0.00,5.00,740.00,6924947828883
1046,0,0.00,11.00,86.90,6974348720002
1047,0,0.00,21.00,165.90,6974348720132
1048,0,0.00,10.00,79.00,6974348720019
1049,0,0.00,8.00,222.40,6973768117188
1050,0,0.00,6.00,166.80,6973768111179
1051,0,0.00,10.00,85.00,6928454900087
1052,0,0.00,10.00,950.00,6971881050054
1053,0,0.00,2.00,37.80,6950327000884
1054,0,0.00,6.00,154.80,6950327001041
1055,0,0.00,4.00,95.60,6950327001058
1056,0,0.00,14.00,260.40,4712883837876
1057,0,0.00,2.00,24.00,4712883834264
1058,0,0.00,8.00,102.40,6371251239
1059,0,0.00,11.00,154.00,4806531360028
1068,0,0.00,3.00,45.60,6972011730051
1069,0,0.00,1.00,14.90,6935953399991
1070,0,0.00,7.00,133.00,6973230891448
1071,0,0.00,12.00,228.00,6973230891547
1072,0,0.00,35.00,1295.00,6932816000599
1073,0,0.00,3.00,57.00,6971013100237
1074,0,0.00,2.00,38.00,6970695160089
1075,0,0.00,1.00,10.90,6924546000802
1076,0,0.00,1.00,10.90,6924546000819
1077,0,0.00,1.00,10.90,6924546000826
1078,0,0.00,4.00,31.20,6921204802204
1079,0,0.00,35.00,3080.00,6935739919337
1080,0,0.00,7.00,89.60,6928494805250
1081,0,0.00,8.00,118.40,6928494806448
1082,0,0.00,9.00,133.20,6928494806455
1083,0,0.00,8.00,102.40,6928494805267
1084,0,0.00,5.00,94.00,6941704425017
1085,0,0.00,62.00,923.80,6970870270534
1086,0,0.00,4.00,39.60,6970870270671
1087,0,0.00,24.00,237.60,6970870270664
1088,0,0.00,4.00,39.60,6970870270657
1089,0,0.00,25.00,287.50,6970870270947
1090,0,0.00,2.00,35.20,6970870270213
1091,0,0.00,4.00,46.00,6970870270961
1092,0,0.00,10.00,189.00,4897025889453
1093,0,0.00,5.00,94.50,4897025889460
1094,0,0.00,78.00,195.00,6954767430386
1095,0,0.00,1.00,13.80,6920130971879
1096,0,0.00,1.00,13.80,6920130971886
1097,0,0.00,4.00,55.20,6920130971107
1106,0,0.00,4.00,26.00,6920130970926
1107,0,0.00,11.00,198.00,6371251258
1108,0,0.00,4.00,64.00,6904555694315
1109,0,0.00,5.00,95.00,6904555694292
1110,0,0.00,1.00,19.00,6904555694278
1111,0,0.00,12.00,70.80,6920907808537
1112,0,0.00,8.00,47.20,6920907808612
1113,0,0.00,8.00,47.20,6920907808575
1114,0,0.00,2.00,42.00,6970567810067
1115,0,0.00,3.00,40.50,4713507023538
1116,0,0.00,11.00,181.50,1008861919370120
1117,0,0.00,6.00,112.80,6371251246
1118,0,0.00,19.00,283.10,6901347880390
1119,0,0.00,22.00,396.00,1008861919352081
1120,0,0.00,4.00,67.20,1008861919353347
1121,0,0.00,10.00,320.00,6928710609594
1122,0,0.00,1.00,53.00,6928710601758
1123,0,0.00,1.00,38.00,6928710609549
1124,0,0.00,19.00,256.50,6928710600331
1125,0,0.00,1.00,12.50,6928710660175
1126,0,0.00,4.00,104.00,6928710600034
1127,0,0.00,1.00,51.00,6928710660076
1128,0,0.00,2.00,20.60,6928710600317
1129,0,0.00,1.00,13.50,6928710660182
1130,0,0.00,2.00,56.00,6928710609600
1131,0,0.00,3.00,78.00,6928710609563
1132,0,0.00,8.00,228.00,6928710600485
1133,0,0.00,2.00,25.80,6928710609235
1134,0,0.00,5.00,92.50,6928710600980
1135,0,0.00,1.00,15.00,6928710609518
1144,0,0.00,3.00,71.40,6928710600089
1145,0,0.00,2.00,27.00,6928710660045
1146,0,0.00,6.00,389.40,6928710660069
1147,0,0.00,2.00,162.00,6928710660090
1148,0,0.00,2.00,150.00,6928710660106
1149,0,0.00,2.00,37.60,6928710600300
1150,0,0.00,1.00,8.00,6974919370124
1151,0,0.00,4.00,39.60,6928710609174
1152,0,0.00,10.00,75.00,6928710601284
1153,0,0.00,4.00,32.00,6928710605138
1154,0,0.00,2.00,133.00,6928710609204
1155,0,0.00,4.00,94.00,6928710600621
1156,0,0.00,3.00,47.10,6928710660052
1157,0,0.00,6.00,51.00,6928710600805
1158,0,0.00,5.00,129.50,6928710600560
1159,0,0.00,1.00,39.00,6928710609570
1160,0,0.00,11.00,286.00,6928710600614
1161,0,0.00,7.00,110.60,6928710601147
1162,0,0.00,8.00,130.40,6928710600584
1163,0,0.00,2.00,49.60,6928710600065
1164,0,0.00,4.00,32.00,6928710605176
1165,0,0.00,12.00,195.60,6928710600546
1166,0,0.00,2.00,27.00,6928710601734
1167,0,0.00,2.00,26.00,6928710601222
1168,0,0.00,2.00,67.60,6974919370025
1169,0,0.00,2.00,159.80,6928710601765
1170,0,0.00,3.00,239.70,6928710601772
1171,0,0.00,11.00,172.70,6928710609778
1172,0,0.00,1.00,39.90,6928710609211
1173,0,0.00,4.00,139.20,6928710600096
1182,0,0.00,10.00,89.00,6928710600164
1183,0,0.00,7.00,159.60,6928710600577
1184,0,0.00,4.00,79.60,6928710609228
1185,0,0.00,1.00,73.00,6928710601703
1186,0,0.00,2.00,99.00,6928710600362
1187,0,0.00,1.00,28.00,6928710660113
1188,0,0.00,1.00,63.00,6928710609532
1189,0,0.00,2.00,82.60,6974919370476
1190,0,0.00,2.00,15.20,6974919370087
1191,0,0.00,5.00,75.00,6928710601352
1192,0,0.00,3.00,22.50,6928710601215
1193,0,0.00,4.00,184.00,6928710660144
1194,0,0.00,4.00,22.00,6974919371343
1195,0,0.00,3.00,39.00,6928710609556
1196,0,0.00,21.00,472.50,6928710600553
1197,0,0.00,5.00,337.50,6928710601512
1198,0,0.00,6.00,88.20,6928710600591
1199,0,0.00,5.00,99.50,6971947498080
1200,0,0.00,2.00,120.00,6928710600195
1201,0,0.00,4.00,80.00,6928710601437
1202,0,0.00,5.00,120.00,6928710660496
1203,0,0.00,3.00,69.00,6928710600072
1204,0,0.00,2.00,39.00,6928710602052
1205,0,0.00,5.00,50.00,6928710600713
1206,0,0.00,2.00,98.00,6928710609082
1207,0,0.00,1.00,10.80,4897095270496
1208,0,0.00,11.00,319.00,6371251270
1209,0,0.00,10.00,780.00,6907992514178
1210,0,0.00,6.00,396.00,6907992518992
1211,0,0.00,5.00,440.00,6907992518930
1220,0,0.00,11.00,748.00,6907992513829
1221,0,0.00,2.00,156.00,6907992514604
1222,0,0.00,3.00,195.00,6907992512761
1223,0,0.00,3.00,89.40,6956432610086
1224,0,0.00,72.00,496.80,3068320055008
1225,0,0.00,25.00,172.50,3068320099651
1226,0,0.00,12.00,150.00,6923450656181
1227,0,0.00,7.00,87.50,6923450656150
1228,0,0.00,14.00,175.00,6923450657935
1229,0,0.00,9.00,112.50,6923450657638
1230,0,0.00,3.00,37.50,6923450656860
1231,0,0.00,6.00,120.00,6972399750009
1232,0,0.00,5.00,92.50,4897119860511
1233,0,0.00,2.00,34.00,4710484398970
1234,0,0.00,7.00,119.00,4710484398994
1235,0,0.00,2.00,8.40,6926892566087
1236,0,0.00,3.00,12.60,6926892565080
1237,0,0.00,5.00,21.00,6926892567084
1238,0,0.00,4.00,72.00,6904007607870
1239,0,0.00,3.00,114.00,6904007606569
1240,0,0.00,4.00,32.80,6904007605050
1241,0,0.00,15.00,670.50,6904007606606
1242,0,0.00,9.00,13.50,6920633801048
1243,0,0.00,20.00,410.00,6931500340706
1244,0,0.00,4.00,82.00,6931500340904
1245,0,0.00,12.00,588.00,6971062128855
1246,0,0.00,11.00,1056.00,6937191310844
1247,0,0.00,1.00,158.80,6970866090597
1248,0,0.00,4.00,740.00,6973820980132
1249,0,0.00,14.00,414.40,6911569012684
1258,0,0.00,8.00,135.20,6911569126411
1259,0,0.00,6.00,128.40,6911569107274
1260,0,0.00,6.00,30.00,6924640202225
1261,0,0.00,12.00,158.40,6911569014145
1262,0,0.00,10.00,215.00,6911569506848
1263,0,0.00,1.00,17.60,6911569143364
1264,0,0.00,3.00,80.70,6911569113497
1265,0,0.00,2.00,27.00,6911569132313
1266,0,0.00,8.00,208.00,6911569200289
1267,0,0.00,13.00,219.70,6911569126398
1268,0,0.00,17.00,491.30,6911569114456
1269,0,0.00,7.00,157.50,6911569145061
1270,0,0.00,3.00,25.50,6911569008595
1271,0,0.00,9.00,211.50,6911569202573
1272,0,0.00,11.00,107.80,6948942511618
1273,0,0.00,2.00,23.00,4716076571738
1274,0,0.00,5.00,57.50,4716076571745
1275,0,0.00,6.00,69.00,4716076571769
1276,0,0.00,6.00,72.00,4716076571462
1277,0,0.00,2.00,24.00,4716076571455
1278,0,0.00,3.00,34.50,4716076571714
1279,0,0.00,1.00,12.00,4716076571479
1280,0,0.00,2.00,15.00,4712832449037
1281,0,0.00,2.00,30.00,4716076571509
1282,0,0.00,1.00,15.00,4716076571486
1283,0,0.00,5.00,75.00,4716076571493
1284,0,0.00,44.00,220.00,6970399920439
1285,0,0.00,45.00,225.00,6970399920415
1286,0,0.00,8.00,45.60,6970399920118
1287,0,0.00,47.00,267.90,6975176782460
1296,0,0.00,68.00,340.00,6970399923096
1297,0,0.00,41.00,258.30,6975176780510
1298,0,0.00,8.00,50.40,6970399921092
1299,0,0.00,1.00,30.00,6937419946190
1300,0,0.00,2.00,19.80,6974613130062
1301,0,0.00,1.00,9.90,6974613130079
1302,0,0.00,5.00,89.00,2302122979222
1303,0,0.00,3.00,53.40,1008861919350377
1304,0,0.00,6.00,136.80,2010319242255
1305,0,0.00,10.00,790.00,6970480320292
1306,0,0.00,5.00,49.00,6948942511069
1307,0,0.00,20.00,336.00,1008861919353361
1308,0,0.00,1.00,54.00,9556854006039
1309,0,0.00,9.00,79.20,4710199085509
1310,0,0.00,3.00,26.40,4710199037010
1311,0,0.00,5.00,44.00,4710199080597
1312,0,0.00,8.00,70.40,4710199087701
1313,0,0.00,6.00,52.80,4710199086506
1314,0,0.00,4.00,35.20,4710199085707
1315,0,0.00,8.00,70.40,4710199080566
1316,0,0.00,7.00,766.50,6933664901038
1317,0,0.00,1.00,64.80,6928710601925
1318,0,0.00,6.00,102.00,4897044643081
1319,0,0.00,4.00,171.20,2010305181708
1320,0,0.00,8.00,168.00,6945482421773
1321,0,0.00,261.00,5089.50,6954113701504
1322,0,0.00,11.00,126.50,6920609900362
1323,0,0.00,5.00,75.00,6371251241
1324,0,0.00,6.00,214.80,6925785605797
1325,0,0.00,3.00,116.70,6925785605902
1334,0,0.00,10.00,840.00,6948042400034
1335,0,0.00,6.00,419.40,6948042400027
1336,0,0.00,8.00,656.00,6944910358360
1337,0,0.00,5.00,645.00,8853969008035
1338,0,0.00,1.00,14.50,6942806983047
1339,0,0.00,1.00,18.00,6942806982972
1340,0,0.00,2.00,30.00,6942806983528
1341,0,0.00,3.00,45.00,6942806983511
1342,0,0.00,2.00,27.00,6942806981951
1343,0,0.00,2.00,27.00,6942806981999
1344,0,0.00,4.00,239.20,6971081780034
1345,0,0.00,25.00,162.50,6922895401226
1346,0,0.00,4.00,279.60,6970805096345
1347,0,0.00,1.00,12.00,9556121003976
1348,0,0.00,4.00,46.00,9556121001859
1349,0,0.00,3.00,54.00,9556121022496
1350,0,0.00,3.00,36.00,9556121003884
1351,0,0.00,7.00,12.60,6942046300017
1352,0,0.00,4.00,7.20,6942046300055
1353,0,0.00,3.00,28.50,6922165900787
1354,0,0.00,1.00,10.90,6922165900770
1355,0,0.00,2.00,27.60,6958104100321
1356,0,0.00,8.00,119.20,6931299062681
1357,0,0.00,7.00,151.20,6958770001922
1358,0,0.00,3.00,119.70,6970079710534
1359,0,0.00,4.00,159.60,6970079710336
