,amount,avgCost,importPrice,serialNum
0,59,37.0,2183.0,6944910355765
1,12,53.0,636.0,6907992513157
2,6,70.0,420.0,6907992518930
3,8,54.0,432.0,6907992518992
4,18,10.7,192.6,6924810810007
5,12,31.0,372.0,6924810810014
6,8,19.0,152.0,6924810812216
7,8,19.0,152.0,6924810812223
8,8,11.5,92.0,6924810821027
9,12,28.7,344.4,6924810822222
10,18,7.0,126.0,6924810824608
