,countingAmount,diffAmount,diffPrice,serialNum,stockAmount
974,37,0,37.0,6923450656860,37
975,49,0,49.0,6923450657638,49
976,34,0,34.0,6923450657935,34
977,6,0,6.0,9555118659530,6
978,1584,0,1584.0,6972549660035,1584
979,35,0,35.0,6928710660045,35
980,188,0,188.0,6928710660052,188
981,2,0,2.0,6928710660069,2
982,264,0,264.0,6928710660076,264
991,297,0,297.0,6928710660083,297
992,12,0,12.0,6928710660090,12
993,274,0,274.0,6928710660106,274
994,307,0,307.0,6928710660113,307
995,5,0,5.0,6928710660144,5
996,31,0,31.0,6928710660175,31
997,71,0,71.0,6928710660182,71
998,56,0,56.0,6975475660254,56
999,214,0,214.0,6928710660496,214
1000,14,0,14.0,6913405660530,14
1001,98,0,98.0,6972549660677,98
1002,31,0,31.0,6975048660810,31
1003,35,0,35.0,6975048660827,35
1004,90,0,90.0,6972549660905,90
1005,264,0,264.0,6972549660929,264
1006,167,0,167.0,6972549661254,167
1007,20,0,20.0,6913405662855,20
1008,225,0,225.0,6907619663432,225
1009,14,0,14.0,6913405663517,14
1010,6,0,6.0,6913405663524,6
1011,2,0,2.0,6913405663562,2
1012,7,0,7.0,6913405663579,7
1013,20,0,20.0,6913405663777,20
1014,135,0,135.0,6907619667669,135
1015,32,0,32.0,6972636670237,32
1016,40,0,40.0,6972636670244,40
1017,52,0,52.0,6970228680121,52
1018,89,0,89.0,6972537681233,89
1019,3,0,3.0,6931303688579,3
1020,12,0,12.0,6904555694278,12
1029,67,0,67.0,6904555694285,67
1030,76,0,76.0,6904555694292,76
1031,31,0,31.0,6904555694308,31
1032,1,0,1.0,6904555694315,1
1033,34,0,34.0,6904555694322,34
1034,48,0,48.0,6904555694339,48
1035,30,0,30.0,6904555694346,30
1036,7,0,7.0,6927682700018,7
1037,3,0,3.0,6942032700050,3
1038,3,0,3.0,6942032700067,3
1039,19,0,19.0,6942032700098,19
1040,10,0,10.0,6921804700184,10
1041,3,0,3.0,6921665700194,3
1042,3,0,3.0,6920731700205,3
1043,154,0,154.0,6938309700526,154
1044,95,0,95.0,6938309700533,95
1045,7,0,7.0,6953042701524,7
1046,24,0,24.0,6953042701531,24
1047,25,0,25.0,6953042701548,25
1048,14,0,14.0,4000417703002,14
1049,3,0,3.0,6920731703305,3
1050,17,0,17.0,6953721703580,17
1051,3,0,3.0,6970079710336,3
1052,1,0,1.0,6970079710763,1
1053,840,0,840.0,6938309713403,840
1054,3,0,3.0,6921665714429,3
1055,4,0,4.0,6974348720002,4
1056,3,0,3.0,6974348720019,3
1057,23,0,23.0,6974348720132,23
1058,16,0,16.0,6974348720392,16
1067,728,0,728.0,6975235721362,728
1068,1,0,1.0,6970783730019,1
1069,10,0,10.0,6972011730051,10
1070,1,0,1.0,6970783730132,1
1071,25,0,25.0,6925303730574,25
1072,3,0,3.0,6921665732577,3
1073,8,0,8.0,4901330742386,8
1074,9,0,9.0,4901330743826,9
1075,1,0,1.0,6972399750016,1
1076,1,0,1.0,4891913750351,1
1077,10,0,10.0,6970470758319,10
1078,1,0,1.0,6913405760681,1
1079,9,0,9.0,6939730775640,9
1080,8,0,8.0,6971081780034,8
1081,167,0,167.0,6975176780510,167
1082,6,0,6.0,9556023788735,6
1083,7,0,7.0,6939730799882,7
1084,15,0,15.0,6939730799967,15
1085,2,0,2.0,6942848800050,2
1086,30,0,30.0,6933453800078,30
1087,3,0,3.0,6904432800440,3
1088,38,0,38.0,6922507800638,38
1089,495,0,495.0,6933190801000,495
1090,8,0,8.0,6920633801048,8
1091,3,0,3.0,6930628801304,3
1092,6,0,6.0,6920907801347,6
1093,11,0,11.0,6921204802204,11
1094,6,0,6.0,6922507804087,6
1095,30,0,30.0,6922507805022,30
1096,2,0,2.0,6928494805267,2
1105,7,0,7.0,6959629805395,7
1106,3,0,3.0,6959629805463,3
1107,1,0,1.0,6959629805487,1
1108,10,0,10.0,6959629805524,10
1109,16,0,16.0,6959629805531,16
1110,8,0,8.0,6959629805548,8
1111,21,0,21.0,6920907808179,21
1112,8,0,8.0,6920907808278,8
1113,3,0,3.0,6920907808575,3
1114,13,0,13.0,6920907808612,13
1115,1,0,1.0,6907149808969,1
1116,7,0,7.0,6943036809015,7
1117,1,0,1.0,6920907809862,1
1118,19,0,19.0,6920907809886,19
1119,4,0,4.0,6920907809909,4
1120,7,0,7.0,6943036812046,7
1121,59,0,59.0,6920907816044,59
1122,5,0,5.0,6971893820010,5
1123,3,0,3.0,6971550820155,3
1124,15,0,15.0,6922507821688,15
1125,29,0,29.0,6922507821695,29
1126,25,0,25.0,6922507821701,25
1127,2,0,2.0,6924187821989,2
1128,2,0,2.0,6924810822376,2
1129,23,0,23.0,6922507823903,23
1130,30,0,30.0,6922507823910,30
1131,25,0,25.0,6924187824959,25
1132,10,0,10.0,6924947828883,10
1133,12,0,12.0,6937451831256,12
1134,2,0,2.0,4712883834264,2
1143,61,0,61.0,4712883837876,61
1144,8,0,8.0,6924947838899,8
1145,8,0,8.0,4712883839818,8
1146,9,0,9.0,4712883839825,9
1147,9,0,9.0,4712883839832,9
1148,2,0,2.0,4712883839849,2
1149,17,0,17.0,6924187851160,17
1150,8,0,8.0,6924187858084,8
1151,12,0,12.0,6924187858725,12
1152,336,0,336.0,4712968860089,336
1153,348,0,348.0,4712968860096,348
1154,230,0,230.0,4712968860102,230
1155,25,0,25.0,6970209860221,25
1156,41,0,41.0,6970209860467,41
1157,11,0,11.0,6971657870343,11
1158,8,0,8.0,6971657870893,8
1159,12,0,12.0,6924187875333,12
1160,3,0,3.0,9556023875985,3
1161,12,0,12.0,6924187876576,12
1162,7,0,7.0,4897025880689,7
1163,1,0,1.0,4897025880696,1
1164,28,0,28.0,4897025882539,28
1165,16,0,16.0,4897025882546,16
1166,24,0,24.0,4897025882591,24
1167,2,0,2.0,4897025883499,2
1168,16,0,16.0,6901347884343,16
1169,10,0,10.0,4897025889453,10
1170,9,0,9.0,4897025889460,9
1171,7,0,7.0,6973230890342,7
1172,4,0,4.0,4897038890965,4
1181,5,0,5.0,6973230891448,5
1182,3,0,3.0,6973230891547,3
1183,6,0,6.0,4897038892310,6
1184,1,0,1.0,4897038892327,1
1185,7,0,7.0,4897038892365,7
1186,1,0,1.0,4897038892372,1
1187,10,0,10.0,8807920893475,10
1188,17,0,17.0,4897038894598,17
1189,10,0,10.0,4897038895465,10
1190,24,0,24.0,4897038895472,24
1191,6,0,6.0,4897038895724,6
1192,14,0,14.0,4897038895731,14
1193,31,0,31.0,4897038895762,31
1194,26,0,26.0,4897038895779,26
1195,25,0,25.0,4897038895908,25
1196,10,0,10.0,4897038895915,10
1197,18,0,18.0,6928312900181,18
1198,24,0,24.0,6920609900362,24
1199,440,0,440.0,6943890900385,440
1200,327,0,327.0,6943890900392,327
1201,39,0,39.0,6943890900408,39
1202,4,0,4.0,6943890900415,4
1203,4,0,4.0,6943890900422,4
1204,1,0,1.0,6943890900477,1
1205,376,0,376.0,6943890900613,376
1206,72,0,72.0,6943890900620,72
1207,130,0,130.0,6943890900637,130
1208,25,0,25.0,6944318900734,25
1209,11,0,11.0,6922165900770,11
1210,6,0,6.0,6922165900787,6
1219,79,0,79.0,6931051900893,79
1220,58,0,58.0,6933664901038,58
1221,6,0,6.0,6947475902405,6
1222,6,0,6.0,4100910903203,6
1223,4,0,4.0,6920267904146,4
1224,6,0,6.0,6920267904344,6
1225,2,0,2.0,6944839905164,2
1226,12,0,12.0,6920267907420,12
1227,10,0,10.0,6920267909844,10
1228,7,0,7.0,6974036910050,7
1229,3,0,3.0,6928312911668,3
1230,3,0,3.0,6937439914476,3
1231,3,0,3.0,6937439914988,3
1232,10,0,10.0,6937439915084,10
1233,17,0,17.0,6937439915121,17
1234,5,0,5.0,6937439915145,5
1235,15,0,15.0,6937439915299,15
1236,1,0,1.0,6937439916555,1
1237,11,0,11.0,6928312918001,11
1238,147,0,147.0,6935739919337,147
1239,7,0,7.0,6971114920017,7
1240,2,0,2.0,6937439920019,2
1241,5,0,5.0,6970399920118,5
1242,675,0,675.0,6970399920132,675
1243,2033,0,2033.0,6971114920178,2033
1244,169,0,169.0,6970399920415,169
1245,222,0,222.0,6970399920439,222
1246,263,0,263.0,6970399921092,263
1247,88,0,88.0,6970399922365,88
1248,9,0,9.0,6970010922910,9
1257,76,0,76.0,6970399923096,76
1258,56,0,56.0,4014400924268,56
1259,1,0,1.0,6970399927247,1
1260,68,0,68.0,4000417932006,68
1261,24,0,24.0,4000417933003,24
1262,1,0,1.0,6916323935018,1
1263,6,0,6.0,6916323935025,6
1264,17,0,17.0,6901668937032,17
1265,15,0,15.0,6916323937043,15
1266,51,0,51.0,4000417938008,51
1267,21,0,21.0,6907661938847,21
1268,9,0,9.0,6907661938854,9
1269,23,0,23.0,6916323942313,23
1270,41,0,41.0,6936571950052,41
1271,1,0,1.0,8809654955146,1
1272,300,0,300.0,6944839956852,300
1273,10,0,10.0,6974459960076,10
1274,39,0,39.0,6974459960120,39
1275,1,0,1.0,6974459960137,1
1276,10,0,10.0,6928312961090,10
1277,12,0,12.0,6916323963226,12
1278,61,0,61.0,6971836970055,61
1279,194,0,194.0,6971836970086,194
1280,89,0,89.0,6971836970123,89
1281,21,0,21.0,6920130971107,21
1282,19,0,19.0,6920130971879,19
1283,26,0,26.0,6920130971886,26
1284,113,0,113.0,6917790975323,113
1285,14,0,14.0,2302122979222,14
1286,254,0,254.0,6974197980084,254
1295,35,0,35.0,6901333980196,35
1296,2,0,2.0,6942806981951,2
1297,22,0,22.0,6942806981999,22
1298,12,0,12.0,6942806982064,12
1299,17,0,17.0,6942806982972,17
1300,7,0,7.0,6942806982989,7
1301,22,0,22.0,6942806983047,22
1302,9,0,9.0,6942806983511,9
1303,20,0,20.0,6942806983528,20
1304,11,0,11.0,6928312984228,11
1305,312,0,312.0,6944839991983,312
1306,227,0,227.0,6944839992065,227
1307,18,0,18.0,9300639999005,18
1309,0,1,-1.0,6907592000026,-1
1310,0,1,-1.0,4893888001360,-1
1311,0,1,-1.0,4893888001575,-1
1312,0,5,-5.0,6907592002013,-5
1313,0,1,-1.0,6906303002441,-1
1314,0,1,-1.0,8855044004628,-1
1315,0,1,-1.0,6911569008595,-1
1316,0,8,-8.0,3179730010591,-8
1317,0,1,-1.0,6911569013117,-1
1318,0,2,-2.0,2302129018543,-2
1319,0,10,-10.0,3068320055008,-10
1320,0,49,-49.0,3068320099651,-49
1321,0,1,-1.0,6911569100268,-1
1322,0,1,-1.0,6936072100369,-1
1323,0,7,-7.0,6947954100780,-7
1324,0,1,-1.0,6947954100797,-1
1333,0,2,-2.0,6947689112102,-2
1334,0,1,-1.0,6970339116137,-1
1335,0,5,-5.0,6970339116373,-5
1336,0,1,-1.0,6970339117639,-1
1337,0,3,-3.0,6974613130376,-3
1338,0,1,-1.0,6902265150015,-1
1339,0,1,-1.0,6901306180707,-1
1340,0,3,-3.0,9315090201062,-3
1341,0,2,-2.0,6954003201299,-2
1342,0,4,-4.0,6926507201884,-4
1343,0,1,-1.0,6926507202003,-1
1344,0,2,-2.0,6926507204182,-2
1345,0,2,-2.0,6933276212119,-2
1346,0,2,-2.0,6371251245,-2
1347,0,1,-1.0,6371251273,-1
1348,0,1,-1.0,6971501251649,-1
1349,0,1,-1.0,6970870270664,-1
1350,0,2,-2.0,6915993302229,-2
1351,0,1,-1.0,9588552333889,-1
1352,0,3,-3.0,1008861919350322,-3
1353,2,1,1.0,1008861919350384,1
1354,0,1,-1.0,1008861919352081,-1
1355,2,1,1.0,1008861919353347,1
1356,0,3,-3.0,6954767401812,-3
1357,0,1,-1.0,6922477411117,-1
1358,0,1,-1.0,4713233433298,-1
1359,0,5,-5.0,6921168509256,-5
1360,0,1,-1.0,6902265540250,-1
1361,0,9,-9.0,6921168558018,-9
1362,0,14,-14.0,6921168558032,-14
1371,0,6,-6.0,6921168558049,-6
1372,0,1,-1.0,6970618570049,-1
1373,0,1,-1.0,6970618570384,-1
1374,0,1,-1.0,6932365575111,-1
1375,0,6,-6.0,041508600057,-6
1376,0,3,-3.0,6928710609778,-3
1377,0,1,-1.0,6902265610014,-1
1378,0,1,-1.0,4897044644705,-1
1379,0,3,-3.0,6971738655333,-3
1380,0,1,-1.0,6972549660097,-1
1381,0,26,-26.0,6972549660134,-26
1382,0,7,-7.0,6913405662831,-7
1383,0,2,-2.0,6972636670213,-2
1384,0,1,-1.0,6913405670317,-1
1385,0,1,-1.0,6921804700757,-1
1386,0,2,-2.0,6954113701504,-2
1387,0,1,-1.0,6922577730378,-1
1388,0,2,-2.0,6972399750009,-2
1389,0,1,-1.0,6972779770023,-1
1390,0,30,-30.0,041508800075,-30
1391,0,1,-1.0,6958196800499,-1
1392,0,1,-1.0,6928494806448,-1
1393,0,2,-2.0,6924810810014,-2
1394,0,1,-1.0,6970567810067,-1
1395,0,2,-2.0,6924810812216,-2
1396,0,33,-33.0,6920907816075,-33
1397,0,3,-3.0,6971550820001,-3
1398,0,1,-1.0,6920319827799,-1
1399,0,23,-23.0,6974800840330,-23
1400,0,1,-1.0,4897038894888,-1
1409,0,2,-2.0,6970010924945,-2
1410,0,1,-1.0,2010311951431,-1
1412,0,-8,8.0,6920238012115,8
1413,147,-3,150.0,6941044012649,150
1414,3003,-1,3004.0,6934230050129,3004
1415,0,-1,1.0,4897076062379,1
1416,2831,-2,2833.0,6931299062681,2833
1417,0,-1,1.0,6970339116588,1
1418,0,-7,7.0,6970339117097,7
1419,0,-2,2.0,6970339117233,2
1420,0,-1,1.0,6970339117554,1
1421,5,-4,9.0,6970339117646,9
1422,0,-1,1.0,6973141120088,1
1423,0,-1,1.0,6971062128855,1
1424,0,-3,3.0,6974613130345,3
1425,0,-2,2.0,6902131130882,2
1426,0,-1,1.0,6922621132783,1
1427,0,-1,1.0,2302126180537,1
1428,11,-2,13.0,6916323200222,13
1429,23,-2,25.0,6916323200635,25
1430,42,-1,43.0,6916323200659,43
1431,0,-2,2.0,9315090201109,2
1432,0,-2,2.0,6371251234,2
1433,0,-1,1.0,6371251237,1
1434,0,-2,2.0,6371251239,2
1435,0,-1,1.0,6371251241,1
1436,0,-3,3.0,6371251242,3
1437,0,-2,2.0,6371251258,2
1438,0,-1,1.0,6371251261,1
1447,0,-1,1.0,6371251271,1
1448,0,-1,1.0,6371251274,1
1449,87,-10,97.0,6952675321123,97
1450,0,-1,1.0,9588552332707,1
1451,0,-1,1.0,9588552332912,1
1452,0,-1,1.0,9588552337535,1
1453,0,-1,1.0,6952675337735,1
1454,0,-8,8.0,9588552338983,8
1455,2,-1,3.0,1008861919350087,3
1456,4,-2,6.0,1008861919350261,6
1457,0,-1,1.0,1008861919350360,1
1458,0,-1,1.0,1008861919350469,1
1459,0,-2,2.0,1008861919350616,2
1460,6,-2,8.0,1008861919352104,8
1461,33,-1,34.0,6944910355765,34
1462,0,-2,2.0,6971196385162,2
1463,4,-2,6.0,6948942511069,6
1464,0,-3,3.0,6948942512691,3
1465,1850,-30,1880.0,6921168558025,1880
1466,0,-5,5.0,6970618570032,5
1467,0,-3,3.0,6970618570056,3
1468,2,-3,5.0,6970618570070,5
1469,3,-2,5.0,6970618570162,5
1470,10,-2,12.0,6970618570179,12
1471,0,-1,1.0,6970618570414,1
1472,32,-4,36.0,6970618570599,36
1473,0,-1,1.0,6932365575104,1
1474,0,-1,1.0,6921168596348,1
1475,0,-1,1.0,6904007606606,1
1476,0,-1,1.0,6956432610079,1
1485,10,-1,11.0,6927797622304,11
1486,0,-1,1.0,6971738655388,1
1487,0,-3,3.0,6971738655401,3
1488,0,-1,1.0,6971738656095,1
1489,0,-1,1.0,6913405663494,1
1490,103,-1,104.0,6972779770016,104
1491,312,-1,313.0,6975176782460,313
1492,0,-1,1.0,6958196800390,1
1493,0,-1,1.0,6928494805250,1
1494,0,-1,1.0,6924810810007,1
1495,5,-2,7.0,6924810812223,7
1496,0,-1,1.0,6904432813037,1
1497,951,-1,952.0,6938749816122,952
1498,2,-2,4.0,6971550820094,4
1499,0,-1,1.0,6971550820650,1
1500,0,-1,1.0,6971550820810,1
1501,0,-2,2.0,6924810821027,2
1502,18,-1,19.0,6924810824608,19
1503,25,-23,48.0,6974800840286,48
1504,0,-3,3.0,6901347880390,3
1505,8,-2,10.0,6906303888885,10
1506,35,-3,38.0,6906303888908,38
1507,9,-1,10.0,6943890900333,10
1508,0,-3,3.0,6939904900380,3
1509,0,-2,2.0,6947769900766,2
1510,5,-3,8.0,6947475900913,8
1511,0,-1,1.0,6947769901008,1
1512,10,-1,11.0,6916323936039,11
1513,0,-1,1.0,2302122953946,1
1514,2,-1,3.0,6973820980132,3
