,countingAmount,diffAmount,diffPrice,serialNum,stockAmount
1814,0,0,0.0,6948839422539,0
1815,0,0,0.0,6970656470011,0
1816,0,0,0.0,6970656470035,0
1817,0,0,0.0,6970656470059,0
1818,0,0,0.0,6970656470073,0
1819,0,0,0.0,6970656470158,0
1820,0,0,0.0,6970656470165,0
1821,0,0,0.0,6945327500106,0
1822,0,0,0.0,6948637500125,0
1823,0,0,0.0,6948637500149,0
1824,0,0,0.0,6948637500156,0
1825,0,0,0.0,6948637500484,0
1826,0,0,0.0,6945327500564,0
1827,0,0,0.0,6948637500682,0
1828,0,0,0.0,6948637500699,0
1829,0,0,0.0,6948637500705,0
1830,0,0,0.0,6948637501092,0
1831,0,0,0.0,6948637501078,0
1832,0,0,0.0,6948637501108,0
1833,0,0,0.0,6936749501123,0
1834,0,0,0.0,6909689600218,0
1835,0,0,0.0,6930364600353,0
1836,0,0,0.0,6930364600360,0
1837,0,0,0.0,6959096601018,0
1838,0,0,0.0,6959096601032,0
1839,0,0,0.0,6959096601070,0
1840,0,0,0.0,6959096601087,0
1841,0,0,0.0,6959096601179,0
1842,0,0,0.0,6959096602015,0
1843,0,0,0.0,6959096602022,0
1844,0,0,0.0,6959096602046,0
1845,0,0,0.0,6959096602053,0
1846,0,0,0.0,6959096602060,0
1847,0,0,0.0,6922848602359,0
1848,0,0,0.0,6922848602830,0
1849,0,0,0.0,6959096603036,0
1850,0,0,0.0,6959096603067,0
1851,0,0,0.0,6923910605001,0
1852,0,0,0.0,6922848608719,0
1853,0,0,0.0,6922848608733,0
1854,0,0,0.0,6922848608757,0
1855,0,0,0.0,6922848608771,0
1856,0,0,0.0,6946057615511,0
1857,0,0,0.0,6946057615528,0
1858,0,0,0.0,6946057615535,0
1859,0,0,0.0,6946057615573,0
1860,0,0,0.0,6946057615603,0
1861,0,0,0.0,6914074634747,0
1862,0,0,0.0,6901306669202,0
1863,0,0,0.0,6921804700078,0
1864,0,0,0.0,6925436700239,0
1865,0,0,0.0,6931403700256,0
1866,0,0,0.0,6931403700263,0
1867,0,0,0.0,6931403700287,0
1868,0,0,0.0,6931403700294,0
1869,0,0,0.0,6931403700300,0
1870,0,0,0.0,6931403700317,0
1871,0,0,0.0,6970805738405,0
1872,0,0,0.0,6970805738443,0
1873,0,0,0.0,6970805738450,0
1874,0,0,0.0,69228777454231,0
1875,0,0,0.0,6902265751502,0
1876,0,0,0.0,6932900800074,0
1877,0,0,0.0,6932900800111,0
1878,0,0,0.0,6932900800203,0
1879,0,0,0.0,6926053800234,0
1880,0,0,0.0,6932900800517,0
1881,0,0,0.0,6932900800548,0
1882,0,0,0.0,6926053800739,0
1883,0,0,0.0,6921204802631,0
1884,0,0,0.0,6921082815013,0
1885,0,0,0.0,6918678830024,0
1886,0,0,0.0,6927295873000,0
1887,0,0,0.0,6927295873017,0
1888,0,0,0.0,6927295873031,0
1889,0,0,0.0,6927295873048,0
1890,0,0,0.0,6927295873055,0
1891,0,0,0.0,6927295873062,0
1892,0,0,0.0,6927295873093,0
1893,0,0,0.0,6927295873109,0
1894,0,0,0.0,6927295873130,0
1895,0,0,0.0,6911567881169,0
1896,0,0,0.0,6902150888122,0
1897,0,0,0.0,6902150888184,0
1898,0,0,0.0,6902150888214,0
1899,0,0,0.0,6902150888788,0
1900,0,0,0.0,6903900900019,0
1901,0,0,0.0,6902088900347,0
1902,0,0,0.0,6902088900354,0
1903,0,0,0.0,6902150921133,0
1904,0,0,0.0,6934950000039,0
1905,0,0,0.0,6934950000176,0
1906,0,0,0.0,6934950000428,0
1907,0,0,0.0,6907592001825,0
1908,0,0,0.0,6907592001832,0
1909,0,0,0.0,6907592001856,0
1910,0,0,0.0,6907592005076,0
1911,0,0,0.0,6906225011507,0
1912,0,0,0.0,6945640200073,0
1913,0,0,0.0,6945640200097,0
1914,0,0,0.0,6945640200110,0
1915,0,0,0.0,6945640200134,0
