,categoryName,grossProfit,grossProfitRate,saleAmount,saleTotal,serialNum,supplierName,totalCost
212,零食类,9.80,24.62%,2.00,39.80,8996001356500,丰泰永泽商贸有限公司,30.00
213,零食类,7.00,23.33%,2.00,30.00,6972508380417,丰泰永泽商贸有限公司,23.00
214,零食类,30.00,20.00%,10.00,150.00,6952675390211,丰泰永泽商贸有限公司,120.00
215,零食类,3.40,20.00%,1.00,17.00,4710484398970,丰泰永泽商贸有限公司,13.60
216,零食类,5.77,20.98%,1.00,27.50,4014400400007,丰泰永泽商贸有限公司,21.73
217,零食类,139.00,19.89%,10.00,699.00,6948042400027,丰泰永泽商贸有限公司,560.00
218,零食类,102.00,20.24%,6.00,504.00,6948042400034,丰泰永泽商贸有限公司,402.00
219,零食类,7.20,27.69%,2.00,26.00,6935036401306,丰泰永泽商贸有限公司,18.80
220,零食类,26.00,27.08%,4.00,96.00,6935036401580,丰泰永泽商贸有限公司,70.00
221,零食类,13.40,26.27%,2.00,51.00,6935036401597,丰泰永泽商贸有限公司,37.60
222,零食类,18.00,26.67%,3.00,67.50,6935036401603,丰泰永泽商贸有限公司,49.50
223,零食类,6.60,24.44%,2.00,27.00,6935036401849,丰泰永泽商贸有限公司,20.40
224,零食类,51.00,20.24%,3.00,252.00,6948042403929,丰泰永泽商贸有限公司,201.00
225,零食类,3.00,22.22%,1.00,13.50,6971827490623,丰泰永泽商贸有限公司,10.50
226,零食类,9.50,19.39%,1.00,49.00,6941174497026,丰泰永泽商贸有限公司,39.50
227,零食类,2.00,18.52%,1.00,10.80,6941174497149,丰泰永泽商贸有限公司,8.80
228,零食类,2.00,18.52%,1.00,10.80,6941174497156,丰泰永泽商贸有限公司,8.80
229,零食类,10.50,22.58%,3.00,46.50,6941174499631,丰泰永泽商贸有限公司,36.00
230,零食类,6.60,18.54%,2.00,35.60,653314503486,丰泰永泽商贸有限公司,29.00
231,零食类,16.50,18.54%,5.00,89.00,653314503493,丰泰永泽商贸有限公司,72.50
232,零食类,12.60,23.08%,7.00,54.60,6972535520886,丰泰永泽商贸有限公司,42.00
233,零食类,10.80,23.08%,6.00,46.80,6972535520893,丰泰永泽商贸有限公司,36.00
234,零食类,22.50,23.08%,5.00,97.50,6972933561467,丰泰永泽商贸有限公司,75.00
235,零食类,20.00,22.22%,10.00,90.00,6972933562051,丰泰永泽商贸有限公司,70.00
236,零食类,27.00,26.09%,9.00,103.50,6972933562761,丰泰永泽商贸有限公司,76.50
237,零食类,11.20,25.93%,4.00,43.20,6972933562884,丰泰永泽商贸有限公司,32.00
238,零食类,2.80,25.93%,1.00,10.80,6972933562891,丰泰永泽商贸有限公司,8.00
239,零食类,11.00,28.21%,2.00,39.00,6972933563706,丰泰永泽商贸有限公司,28.00
240,零食类,3.30,26.40%,1.00,12.50,6972933565540,丰泰永泽商贸有限公司,9.20
241,零食类,3.30,26.40%,1.00,12.50,6972933565557,丰泰永泽商贸有限公司,9.20
242,零食类,14.40,27.69%,4.00,52.00,6972933566035,丰泰永泽商贸有限公司,37.60
243,零食类,8.10,25.71%,3.00,31.50,6972933566080,丰泰永泽商贸有限公司,23.40
244,零食类,15.00,26.32%,3.00,57.00,6972933566226,丰泰永泽商贸有限公司,42.00
245,零食类,7.60,19.19%,4.00,39.60,6972698570216,丰泰永泽商贸有限公司,32.00
246,零食类,16.60,23.18%,2.00,71.60,6947705608107,丰泰永泽商贸有限公司,55.00
247,零食类,2.50,20.83%,1.00,12.00,9555118659530,丰泰永泽商贸有限公司,9.50
248,零食类,3.50,22.58%,1.00,15.50,6913405660530,丰泰永泽商贸有限公司,12.00
249,零食类,9.00,23.08%,2.00,39.00,6975048660810,丰泰永泽商贸有限公司,30.00
250,零食类,44.00,18.64%,8.00,236.00,6975048660834,丰泰永泽商贸有限公司,192.00
251,零食类,5.80,22.48%,1.00,25.80,6913405663517,丰泰永泽商贸有限公司,20.00
252,零食类,20.00,20.00%,4.00,100.00,6913405663524,丰泰永泽商贸有限公司,80.00
253,零食类,6.80,20.12%,1.00,33.80,6913405670317,丰泰永泽商贸有限公司,27.00
254,零食类,10.50,28.00%,3.00,37.50,6941025701968,丰泰永泽商贸有限公司,27.00
255,零食类,7.00,28.00%,2.00,25.00,6941025701975,丰泰永泽商贸有限公司,18.00
256,零食类,14.00,28.00%,4.00,50.00,6941025701999,丰泰永泽商贸有限公司,36.00
257,零食类,3.60,23.08%,1.00,15.60,6913405760681,丰泰永泽商贸有限公司,12.00
258,零食类,6.20,21.99%,1.00,28.20,6939730799967,丰泰永泽商贸有限公司,22.00
259,零食类,22.50,22.06%,3.00,102.00,6973968810063,丰泰永泽商贸有限公司,79.50
260,零食类,12.00,23.53%,3.00,51.00,6973968810094,丰泰永泽商贸有限公司,39.00
261,零食类,8.00,23.53%,2.00,34.00,6973968810988,丰泰永泽商贸有限公司,26.00
262,零食类,5.00,22.73%,1.00,22.00,6904432813037,丰泰永泽商贸有限公司,17.00
263,零食类,10.50,23.33%,3.00,45.00,4897119860825,丰泰永泽商贸有限公司,34.50
264,零食类,7.00,23.33%,2.00,30.00,4897119860832,丰泰永泽商贸有限公司,23.00
265,零食类,4.00,21.62%,1.00,18.50,6971657870343,丰泰永泽商贸有限公司,14.50
266,零食类,24.00,21.62%,6.00,111.00,6971657870503,丰泰永泽商贸有限公司,87.00
267,零食类,12.00,21.62%,3.00,55.50,6971657870893,丰泰永泽商贸有限公司,43.50
268,零食类,11.60,24.37%,2.00,47.60,4897038890965,丰泰永泽商贸有限公司,36.00
269,零食类,17.40,24.37%,3.00,71.40,4897038890972,丰泰永泽商贸有限公司,54.00
270,零食类,7.60,21.35%,2.00,35.60,4897038892327,丰泰永泽商贸有限公司,28.00
271,零食类,3.00,20.00%,1.00,15.00,4897038892372,丰泰永泽商贸有限公司,12.00
272,零食类,12.00,26.09%,4.00,46.00,4897038892754,丰泰永泽商贸有限公司,34.00
273,零食类,12.00,26.09%,4.00,46.00,4897038892761,丰泰永泽商贸有限公司,34.00
274,零食类,15.00,26.09%,5.00,57.50,4897038893362,丰泰永泽商贸有限公司,42.50
275,零食类,12.00,26.09%,4.00,46.00,4897038893379,丰泰永泽商贸有限公司,34.00
276,零食类,12.50,26.32%,5.00,47.50,4897038895809,丰泰永泽商贸有限公司,35.00
277,零食类,7.50,26.32%,3.00,28.50,4897038895816,丰泰永泽商贸有限公司,21.00
278,零食类,13.50,23.68%,3.00,57.00,4897038896264,丰泰永泽商贸有限公司,43.50
279,零食类,27.00,23.68%,6.00,114.00,4897038896271,丰泰永泽商贸有限公司,87.00
280,零食类,9.00,23.68%,2.00,38.00,4897038896288,丰泰永泽商贸有限公司,29.00
281,零食类,11.20,21.88%,4.00,51.20,6937439914988,丰泰永泽商贸有限公司,40.00
282,零食类,30.80,21.88%,11.00,140.80,6937439915251,丰泰永泽商贸有限公司,110.00
283,零食类,4.20,28.00%,1.00,15.00,6975840950034,丰泰永泽商贸有限公司,10.80
284,零食类,12.60,28.00%,3.00,45.00,6975840950041,丰泰永泽商贸有限公司,32.40
285,零食类,8.40,28.00%,2.00,30.00,6975840950058,丰泰永泽商贸有限公司,21.60
286,零食类,8.30,26.10%,1.00,31.80,6975840950065,丰泰永泽商贸有限公司,23.50
287,零食类,4.00,25.00%,1.00,16.00,6975840950089,丰泰永泽商贸有限公司,12.00
288,零食类,4.00,25.00%,1.00,16.00,6975840950096,丰泰永泽商贸有限公司,12.00
289,零食类,6.00,20.00%,1.00,30.00,6901333980196,丰泰永泽商贸有限公司,24.00
291,副食类,24.00,21.62%,6.00,111.00,6905014000876,丰泰永泽商贸有限公司,87.00
292,副食类,9.00,10.71%,3.00,84.00,6905014081288,丰泰永泽商贸有限公司,75.00
293,副食类,11.40,14.18%,3.00,80.40,6901333110524,丰泰永泽商贸有限公司,69.00
294,副食类,8.20,18.98%,1.00,43.20,6905014301263,丰泰永泽商贸有限公司,35.00
295,副食类,32.80,18.98%,4.00,172.80,6905014301270,丰泰永泽商贸有限公司,140.00
296,副食类,41.00,18.98%,5.00,216.00,6905014301287,丰泰永泽商贸有限公司,175.00
297,副食类,4.50,21.95%,1.00,20.50,6931500340706,丰泰永泽商贸有限公司,16.00
298,副食类,22.50,21.95%,5.00,102.50,6931500340904,丰泰永泽商贸有限公司,80.00
299,副食类,9.00,21.95%,2.00,41.00,6931500341000,丰泰永泽商贸有限公司,32.00
300,副食类,7.60,19.19%,2.00,39.60,6945309351917,丰泰永泽商贸有限公司,32.00
301,副食类,19.00,19.19%,5.00,99.00,6970228680121,丰泰永泽商贸有限公司,80.00
302,副食类,8.00,21.05%,2.00,38.00,6904555694292,丰泰永泽商贸有限公司,30.00
304,冻货类,14.00,20.00%,4.00,70.00,6973669041100,丰泰永泽商贸有限公司,56.00
305,冻货类,56.00,10.85%,2.00,516.00,6974622050009,丰泰永泽商贸有限公司,460.00
306,冻货类,48.00,12.12%,4.00,396.00,6974622051433,丰泰永泽商贸有限公司,348.00
307,冻货类,77.00,17.95%,11.00,429.00,6948431109968,丰泰永泽商贸有限公司,352.00
308,冻货类,7.60,20.21%,2.00,37.60,6949884200547,丰泰永泽商贸有限公司,30.00
309,冻货类,39.00,13.54%,6.00,288.00,0101020211012,丰泰永泽商贸有限公司,249.00
310,冻货类,49.00,17.95%,7.00,273.00,6972251252245,丰泰永泽商贸有限公司,224.00
311,冻货类,46.00,14.56%,2.00,316.00,6970525356309,丰泰永泽商贸有限公司,270.00
312,冻货类,39.20,14.04%,4.00,279.20,6970525358211,丰泰永泽商贸有限公司,240.00
313,冻货类,72.00,13.04%,4.00,552.00,6970525359362,丰泰永泽商贸有限公司,480.00
314,冻货类,34.00,13.65%,5.00,249.00,6970525359997,丰泰永泽商贸有限公司,215.00
315,冻货类,21.30,14.23%,3.00,149.70,6959540361321,丰泰永泽商贸有限公司,128.40
316,冻货类,42.00,17.95%,6.00,234.00,6940747410813,丰泰永泽商贸有限公司,192.00
317,冻货类,56.00,17.95%,8.00,312.00,6940747410912,丰泰永泽商贸有限公司,256.00
318,冻货类,13.50,20.00%,3.00,67.50,6940747414910,丰泰永泽商贸有限公司,54.00
319,冻货类,4.00,21.05%,1.00,19.00,6940747415115,丰泰永泽商贸有限公司,15.00
320,冻货类,330.00,23.26%,11.00,"1,419.00",6975471520019,丰泰永泽商贸有限公司,"1,089.00"
321,冻货类,28.80,22.54%,3.00,127.80,6954808610302,丰泰永泽商贸有限公司,99.00
322,冻货类,9.60,22.54%,1.00,42.60,6954808610319,丰泰永泽商贸有限公司,33.00
323,冻货类,9.60,22.54%,1.00,42.60,6954808612139,丰泰永泽商贸有限公司,33.00
324,冻货类,28.50,20.00%,3.00,142.50,6954808612351,丰泰永泽商贸有限公司,114.00
325,冻货类,10.00,20.00%,2.00,50.00,6971680630297,丰泰永泽商贸有限公司,40.00
326,冻货类,30.00,18.75%,1.00,160.00,6974739650178,丰泰永泽商贸有限公司,130.00
327,冻货类,18.00,16.98%,2.00,106.00,6975235721362,丰泰永泽商贸有限公司,88.00
328,冻货类,84.00,18.92%,12.00,444.00,6971893820010,丰泰永泽商贸有限公司,360.00
329,冻货类,15.50,22.30%,1.00,69.50,6943890900408,丰泰永泽商贸有限公司,54.00
330,冻货类,7.50,19.23%,1.00,39.00,6943890900477,丰泰永泽商贸有限公司,31.50
331,冻货类,35.00,23.73%,5.00,147.50,6970599913842,丰泰永泽商贸有限公司,112.50
332,冻货类,13.20,14.72%,3.00,89.70,6970010925010,丰泰永泽商贸有限公司,76.50
333,冻货类,42.50,19.54%,5.00,217.50,6975849950004,丰泰永泽商贸有限公司,175.00
335,大米,28.80,22.36%,1.00,128.80,6970866090580,腾旺贸易有限公司,100.00
336,大米,14.00,17.07%,1.00,82.00,6944910358360,腾旺贸易有限公司,68.00
337,大米,21.00,24.42%,1.00,86.00,6971947498264,腾旺贸易有限公司,65.00
338,大米,153.40,15.57%,13.00,985.40,6947475900913,腾旺贸易有限公司,832.00
339,大米,130.00,16.05%,10.00,810.00,6947475902405,腾旺贸易有限公司,680.00
340,大米,30.00,20.83%,1.00,144.00,6947475903242,腾旺贸易有限公司,114.00
342,乳制品类,80.00,20.41%,8.00,392.00,6970037310158,腾旺贸易有限公司,312.00
343,乳制品类,104.00,19.12%,8.00,544.00,6970037311148,腾旺贸易有限公司,440.00
344,乳制品类,15.00,19.23%,1.00,78.00,6970037311247,腾旺贸易有限公司,63.00
345,乳制品类,30.00,19.23%,2.00,156.00,6970037311421,腾旺贸易有限公司,126.00
346,乳制品类,115.00,17.04%,10.00,675.00,6970037314354,腾旺贸易有限公司,560.00
347,乳制品类,2.40,17.27%,1.00,13.90,6922477400227,腾旺贸易有限公司,11.50
348,乳制品类,3.30,20.89%,1.00,15.80,6922477400333,腾旺贸易有限公司,12.50
349,乳制品类,6.60,20.89%,2.00,31.60,6922477400524,腾旺贸易有限公司,25.00
350,乳制品类,29.40,20.50%,6.00,143.40,6922477400685,腾旺贸易有限公司,114.00
351,乳制品类,6.60,20.89%,2.00,31.60,6922477400777,腾旺贸易有限公司,25.00
352,乳制品类,7.20,22.22%,3.00,32.40,6922477410530,腾旺贸易有限公司,25.20
353,乳制品类,4.80,22.22%,2.00,21.60,6922477410547,腾旺贸易有限公司,16.80
354,乳制品类,43.00,21.72%,10.00,198.00,6922477411087,腾旺贸易有限公司,155.00
355,乳制品类,25.80,21.72%,6.00,118.80,6922477411407,腾旺贸易有限公司,93.00
356,乳制品类,24.50,20.00%,7.00,122.50,6922477411544,腾旺贸易有限公司,98.00
357,乳制品类,7.00,20.00%,2.00,35.00,6922477411551,腾旺贸易有限公司,28.00
358,乳制品类,10.50,20.00%,3.00,52.50,6922477411575,腾旺贸易有限公司,42.00
359,乳制品类,3.50,20.00%,1.00,17.50,6922477411599,腾旺贸易有限公司,14.00
360,乳制品类,7.60,24.05%,4.00,31.60,6941704425000,腾旺贸易有限公司,24.00
361,乳制品类,25.80,22.87%,6.00,112.80,6941704425017,腾旺贸易有限公司,87.00
362,乳制品类,10.00,15.38%,1.00,65.00,6907992512761,腾旺贸易有限公司,55.00
363,乳制品类,72.00,18.46%,6.00,390.00,6907992513157,腾旺贸易有限公司,318.00
364,乳制品类,44.00,16.18%,4.00,272.00,6907992513829,腾旺贸易有限公司,228.00
365,乳制品类,24.00,15.38%,2.00,156.00,6907992514178,腾旺贸易有限公司,132.00
366,乳制品类,36.00,17.65%,3.00,204.00,6907992514406,腾旺贸易有限公司,168.00
367,乳制品类,16.00,18.18%,1.00,88.00,6907992515533,腾旺贸易有限公司,72.00
368,乳制品类,32.00,18.18%,2.00,176.00,6907992518077,腾旺贸易有限公司,144.00
369,乳制品类,36.00,18.18%,3.00,198.00,6907992518992,腾旺贸易有限公司,162.00
370,乳制品类,18.00,18.75%,1.00,96.00,6907992519241,腾旺贸易有限公司,78.00
371,乳制品类,24.50,22.58%,7.00,108.50,6924810801807,腾旺贸易有限公司,84.00
372,乳制品类,10.50,22.58%,3.00,46.50,6924810801838,腾旺贸易有限公司,36.00
373,乳制品类,15.00,23.44%,5.00,64.00,6928494805250,腾旺贸易有限公司,49.00
374,乳制品类,6.00,23.44%,2.00,25.60,6928494805267,腾旺贸易有限公司,19.60
375,乳制品类,4.00,20.20%,1.00,19.80,6928494805717,腾旺贸易有限公司,15.80
376,乳制品类,6.60,22.30%,2.00,29.60,6928494806448,腾旺贸易有限公司,23.00
377,乳制品类,50.00,24.39%,5.00,205.00,6924810810014,腾旺贸易有限公司,155.00
378,乳制品类,5.00,20.83%,1.00,24.00,6924810812216,腾旺贸易有限公司,19.00
379,乳制品类,8.00,23.53%,4.00,34.00,6971550820001,腾旺贸易有限公司,26.00
380,乳制品类,9.90,22.30%,3.00,44.40,6971550820599,腾旺贸易有限公司,34.50
381,乳制品类,16.00,21.62%,5.00,74.00,6971550820643,腾旺贸易有限公司,58.00
382,乳制品类,12.80,21.62%,4.00,59.20,6971550820650,腾旺贸易有限公司,46.40
383,乳制品类,9.60,24.24%,6.00,39.60,6971550820698,腾旺贸易有限公司,30.00
384,乳制品类,11.20,24.24%,7.00,46.20,6971550821046,腾旺贸易有限公司,35.00
385,乳制品类,9.00,23.08%,3.00,39.00,6971550821107,腾旺贸易有限公司,30.00
386,乳制品类,22.00,22.45%,5.00,98.00,6971550821114,腾旺贸易有限公司,76.00
387,乳制品类,22.00,22.45%,5.00,98.00,6971550821121,腾旺贸易有限公司,76.00
388,乳制品类,48.60,22.01%,6.00,220.80,6924810822222,腾旺贸易有限公司,172.20
389,乳制品类,21.30,21.01%,3.00,101.40,6924810822376,腾旺贸易有限公司,80.10
390,乳制品类,35.20,24.58%,4.00,143.20,6924810822406,腾旺贸易有限公司,108.00
391,乳制品类,16.20,20.45%,9.00,79.20,6924810824608,腾旺贸易有限公司,63.00
392,乳制品类,288.00,20.45%,16.00,"1,408.00",6935739919337,腾旺贸易有限公司,"1,120.00"
394,副食类,15.00,15.15%,1.00,99.00,6944910337563,腾旺贸易有限公司,84.00
395,副食类,8.40,21.88%,3.00,38.40,6922507800621,腾旺贸易有限公司,30.00
396,副食类,8.40,21.88%,3.00,38.40,6922507800638,腾旺贸易有限公司,30.00
397,副食类,8.40,21.88%,3.00,38.40,6922507804087,腾旺贸易有限公司,30.00
398,副食类,1.40,20.29%,1.00,6.90,6922507804117,腾旺贸易有限公司,5.50
399,副食类,2.80,20.29%,1.00,13.80,6922507805022,腾旺贸易有限公司,11.00
400,副食类,11.00,22.22%,11.00,49.50,6922507809754,腾旺贸易有限公司,38.50
401,副食类,10.00,23.81%,4.00,42.00,6922507821688,腾旺贸易有限公司,32.00
402,副食类,2.50,23.81%,1.00,10.50,6922507821701,腾旺贸易有限公司,8.00
403,副食类,4.50,20.00%,3.00,22.50,6922507823903,腾旺贸易有限公司,18.00
404,副食类,1.50,20.00%,1.00,7.50,6922507823910,腾旺贸易有限公司,6.00
406,面粉,15.60,23.08%,4.00,67.60,6944910352412,腾旺贸易有限公司,52.00
407,面粉,104.00,17.78%,13.00,585.00,6944910355765,腾旺贸易有限公司,481.00
408,面粉,32.00,29.09%,2.00,110.00,6974919372371,腾旺贸易有限公司,78.00
410,食用油类,40.00,16.81%,2.00,238.00,6941499119399,腾旺贸易有限公司,198.00
412,乳制品酸奶类,33.60,15.56%,48.00,216.00,6970339116120,小大贸易有限公司,182.40
413,乳制品酸奶类,2.80,15.56%,4.00,18.00,6970339116137,小大贸易有限公司,15.20
414,乳制品酸奶类,54.40,37.78%,32.00,144.00,6970339116144,小大贸易有限公司,89.60
415,乳制品酸奶类,81.00,13.85%,9.00,585.00,6970339116151,小大贸易有限公司,504.00
416,乳制品酸奶类,44.00,25.00%,44.00,176.00,6970339116373,小大贸易有限公司,132.00
417,乳制品酸奶类,19.80,15.94%,18.00,124.20,6970339116588,小大贸易有限公司,104.40
418,乳制品酸奶类,4.00,19.05%,2.00,21.00,6970339116915,小大贸易有限公司,17.00
419,乳制品酸奶类,16.00,22.22%,16.00,72.00,6970339117097,小大贸易有限公司,56.00
420,乳制品酸奶类,30.00,25.00%,30.00,120.00,6970339117233,小大贸易有限公司,90.00
421,乳制品酸奶类,17.50,24.14%,5.00,72.50,6970339117523,小大贸易有限公司,55.00
422,乳制品酸奶类,14.00,24.14%,4.00,58.00,6970339117554,小大贸易有限公司,44.00
423,乳制品酸奶类,1.70,22.67%,1.00,7.50,6970339117646,小大贸易有限公司,5.80
424,乳制品酸奶类,48.00,23.08%,8.00,208.00,6970339117677,小大贸易有限公司,160.00
425,乳制品酸奶类,16.80,15.91%,24.00,105.60,6970339117844,小大贸易有限公司,88.80
426,乳制品酸奶类,4.80,18.60%,2.00,25.80,6970339117998,小大贸易有限公司,21.00
427,乳制品酸奶类,10.80,19.42%,4.00,55.60,6970339118186,小大贸易有限公司,44.80
428,乳制品酸奶类,7.50,20.00%,3.00,37.50,6970618570001,小大贸易有限公司,30.00
429,乳制品酸奶类,7.50,19.74%,1.00,38.00,6970618570056,小大贸易有限公司,30.50
430,乳制品酸奶类,40.00,21.05%,20.00,190.00,6970618570070,小大贸易有限公司,150.00
431,乳制品酸奶类,6.90,19.49%,3.00,35.40,6970618570209,小大贸易有限公司,28.50
432,乳制品酸奶类,7.50,13.89%,5.00,54.00,6970618570384,小大贸易有限公司,46.50
433,乳制品酸奶类,40.00,26.67%,5.00,150.00,6970618570414,小大贸易有限公司,110.00
434,乳制品酸奶类,40.00,21.05%,20.00,190.00,6970618570599,小大贸易有限公司,150.00
435,乳制品酸奶类,2.00,15.38%,2.00,13.00,6927797622304,小大贸易有限公司,11.00
436,乳制品酸奶类,36.00,27.27%,24.00,132.00,6927797622700,小大贸易有限公司,96.00
437,乳制品酸奶类,45.00,27.27%,30.00,165.00,6927797622724,小大贸易有限公司,120.00
438,乳制品酸奶类,63.00,27.27%,42.00,231.00,6927797623370,小大贸易有限公司,168.00
439,乳制品酸奶类,72.00,27.27%,48.00,264.00,6927797623530,小大贸易有限公司,192.00
441,乳制品纯奶类,18.00,15.38%,6.00,117.00,6970339116557,小大贸易有限公司,99.00
442,乳制品纯奶类,117.00,20.00%,9.00,585.00,6923644232658,小大贸易有限公司,468.00
443,乳制品纯奶类,162.00,15.25%,18.00,"1,062.00",6923644266318,小大贸易有限公司,900.00
444,乳制品纯奶类,31.00,20.39%,2.00,152.00,6923644295844,小大贸易有限公司,121.00
445,乳制品纯奶类,70.00,14.71%,7.00,476.00,6923644297251,小大贸易有限公司,406.00
446,乳制品纯奶类,26.00,19.12%,2.00,136.00,6923644299804,小大贸易有限公司,110.00
448,锁码产品,4.00,26.67%,1.00,15.00,9588552334268,锁码产品,11.00
450,杂品类（购物袋）,10.50,12.00%,175.00,87.50,3,西华厨具,77.00
452,饮料类,0.90,17.31%,1.00,5.20,6902538004045,海和景商贸有限公司,4.30
453,饮料类,0.90,17.31%,1.00,5.20,6902538004052,海和景商贸有限公司,4.30
454,饮料类,5.80,29.29%,2.00,19.80,8855044004628,海和景商贸有限公司,14.00
455,饮料类,1.80,17.31%,2.00,10.40,6902538005141,海和景商贸有限公司,8.60
456,饮料类,2.90,29.29%,1.00,9.90,8855044006684,海和景商贸有限公司,7.00
457,饮料类,3.00,23.08%,2.00,13.00,6917878030623,海和景商贸有限公司,10.00
458,饮料类,3.00,20.69%,1.00,14.50,6943851102674,海和景商贸有限公司,11.50
459,饮料类,6.00,20.69%,2.00,29.00,6943851102780,海和景商贸有限公司,23.00
460,饮料类,16.50,19.64%,5.00,84.00,6973497200045,海和景商贸有限公司,67.50
461,饮料类,23.10,19.64%,7.00,117.60,6973497200052,海和景商贸有限公司,94.50
462,饮料类,5.60,23.33%,4.00,24.00,6973497200205,海和景商贸有限公司,18.40
463,饮料类,30.00,23.08%,20.00,130.00,6973497200304,海和景商贸有限公司,100.00
464,饮料类,3.60,20.69%,3.00,17.40,6973497202346,海和景商贸有限公司,13.80
465,饮料类,24.00,20.69%,20.00,116.00,6973497202360,海和景商贸有限公司,92.00
466,饮料类,10.80,20.69%,9.00,52.20,6973497202940,海和景商贸有限公司,41.40
467,饮料类,6.30,14.09%,3.00,44.70,6923555210462,海和景商贸有限公司,38.40
468,饮料类,4.20,14.09%,2.00,29.80,6923555210479,海和景商贸有限公司,25.60
469,饮料类,6.30,14.09%,3.00,44.70,6923555212749,海和景商贸有限公司,38.40
470,饮料类,17.00,17.24%,17.00,98.60,6974878230101,海和景商贸有限公司,81.60
471,饮料类,23.10,18.64%,21.00,123.90,6972863230105,海和景商贸有限公司,100.80
472,饮料类,30.60,18.37%,34.00,166.60,6935498308793,海和景商贸有限公司,136.00
473,饮料类,25.20,17.72%,18.00,142.20,6971196385070,海和景商贸有限公司,117.00
474,饮料类,7.00,17.72%,5.00,39.50,6971196385162,海和景商贸有限公司,32.50
475,饮料类,7.00,17.72%,5.00,39.50,6971196385179,海和景商贸有限公司,32.50
476,饮料类,2.40,17.14%,2.00,14.00,6954767401836,海和景商贸有限公司,11.60
477,饮料类,12.00,16.67%,15.00,72.00,6954767422688,海和景商贸有限公司,60.00
478,饮料类,4.00,16.00%,10.00,25.00,6954767430386,海和景商贸有限公司,21.00
479,饮料类,1.00,16.67%,1.00,6.00,6973782440347,海和景商贸有限公司,5.00
480,饮料类,15.60,25.00%,26.00,62.40,6922255447833,海和景商贸有限公司,46.80
481,饮料类,7.50,20.00%,3.00,37.50,6901818460878,海和景商贸有限公司,30.00
482,饮料类,50.00,13.33%,50.00,375.00,6973852490005,海和景商贸有限公司,325.00
483,饮料类,5.60,16.33%,7.00,34.30,6921168500956,海和景商贸有限公司,28.70
484,饮料类,1.40,16.67%,2.00,8.40,6926892501033,海和景商贸有限公司,7.00
485,饮料类,19.20,23.53%,48.00,81.60,6921168509256,海和景商贸有限公司,62.40
486,饮料类,29.20,25.00%,73.00,116.80,6921168511280,海和景商贸有限公司,87.60
487,饮料类,138.60,25.93%,18.00,534.60,6975131550721,海和景商贸有限公司,396.00
488,饮料类,13.60,16.67%,17.00,81.60,6921168558018,海和景商贸有限公司,68.00
489,饮料类,24.00,16.67%,30.00,144.00,6921168558025,海和景商贸有限公司,120.00
490,饮料类,13.60,16.67%,17.00,81.60,6921168558032,海和景商贸有限公司,68.00
491,饮料类,27.20,16.67%,34.00,163.20,6921168558049,海和景商贸有限公司,136.00
492,饮料类,16.90,14.77%,13.00,114.40,6921168559176,海和景商贸有限公司,97.50
493,饮料类,0.70,16.67%,1.00,4.20,6926892568081,海和景商贸有限公司,3.50
494,饮料类,31.40,8.33%,157.00,376.80,6903004568511,海和景商贸有限公司,345.40
495,饮料类,6.60,8.33%,11.00,79.20,6921168593804,海和景商贸有限公司,72.60
496,饮料类,7.60,19.19%,4.00,39.60,6921168594726,海和景商贸有限公司,32.00
497,饮料类,3.80,19.19%,2.00,19.80,6921168594733,海和景商贸有限公司,16.00
498,饮料类,1.38,18.70%,2.00,7.38,6921168594993,海和景商贸有限公司,6.00
499,饮料类,1.38,18.70%,2.00,7.38,6921168595006,海和景商贸有限公司,6.00
500,饮料类,0.80,16.00%,1.00,5.00,6921168596348,海和景商贸有限公司,4.20
501,饮料类,27.00,20.00%,18.00,135.00,6972549660035,海和景商贸有限公司,108.00
502,饮料类,17.60,22.45%,16.00,78.40,6972549660097,海和景商贸有限公司,60.80
503,饮料类,20.90,22.45%,19.00,93.10,6972549660134,海和景商贸有限公司,72.20
504,饮料类,24.80,16.00%,31.00,155.00,6972549660677,海和景商贸有限公司,130.20
505,饮料类,14.40,16.00%,18.00,90.00,6972549660905,海和景商贸有限公司,75.60
506,饮料类,2.40,16.00%,3.00,15.00,6972549660929,海和景商贸有限公司,12.60
507,饮料类,2.80,14.58%,4.00,19.20,6972549661254,海和景商贸有限公司,16.40
508,饮料类,174.00,25.97%,87.00,669.90,8859015700168,海和景商贸有限公司,495.90
509,饮料类,4.20,23.33%,6.00,18.00,6938309700526,海和景商贸有限公司,13.80
510,饮料类,28.50,17.05%,19.00,167.20,6937003701327,海和景商贸有限公司,138.70
511,饮料类,7.50,15.79%,5.00,47.50,4891028707899,海和景商贸有限公司,40.00
512,饮料类,1.40,17.72%,1.00,7.90,6974348720002,海和景商贸有限公司,6.50
513,饮料类,5.60,17.72%,4.00,31.60,6974348720019,海和景商贸有限公司,26.00
514,饮料类,23.80,17.72%,17.00,134.30,6974348720392,海和景商贸有限公司,110.50
515,饮料类,18.70,19.30%,17.00,96.90,6975176782460,海和景商贸有限公司,78.20
516,饮料类,2.00,22.22%,2.00,9.00,6974800840286,海和景商贸有限公司,7.00
517,饮料类,1.00,22.22%,1.00,4.50,6974800840330,海和景商贸有限公司,3.50
518,饮料类,26.00,17.45%,10.00,149.00,6901347880390,海和景商贸有限公司,123.00
519,饮料类,12.00,16.00%,15.00,75.00,6970399920415,海和景商贸有限公司,63.00
