,importPrice,refundAmount,refundPrice,saleAmount,salePrice,serialNum,unit
832,5.40,0.00,0.00,3.00,20.70,6956405213610,袋
833,14.80,0.00,0.00,1.00,19.00,6933211412246,袋
834,9.30,0.00,0.00,2.00,24.00,6933211432459,袋
837,33.60,0.00,0.00,1.00,42.80,2010305181708,袋
838,20.10,0.00,0.00,1.00,25.80,2010317194674,袋
839,25.70,0.00,0.00,2.00,65.60,2010312235607,袋
840,17.80,0.00,0.00,3.00,68.40,2010319242255,袋
841,33.60,0.00,0.00,2.00,85.60,2010311951431,袋
842,19.60,0.00,0.00,3.00,74.40,2302122979121,盒
843,14.00,0.00,0.00,1.00,17.80,2302122979222,盒
