,cost,refundAmount,refundPrice,saleAmount,salePrice,saleTotal,serialNum
1021,30.00,0,0.00,3.00,40.00,120.00,6959479300422
1030,30.00,0,0.00,5.00,40.00,200.00,6959479300439
1032,4.00,-6,-28.80,84.00,4.80,403.20,6954767422688
1033,15.00,0,0.00,3.00,18.90,56.70,6907619667669
1034,11.50,0,0.00,3.00,15.00,45.00,6916323200222
1035,47.00,0,0.00,2.00,57.00,114.00,6916323200611
1036,35.00,0,0.00,3.00,43.20,129.60,6905014301263
1037,35.00,0,0.00,3.00,43.20,129.60,6905014301287
1038,26.50,0,0.00,1.00,33.50,33.50,6905014000548
1039,26.50,0,0.00,1.00,33.50,33.50,6905014000081
1040,26.50,0,0.00,1.00,33.50,33.50,6905014186839
1041,25.00,0,0.00,1.00,28.00,28.00,6905014081288
1042,25.00,0,0.00,9.00,28.00,252.00,6905014000890
1043,14.50,0,0.00,9.00,18.50,166.50,6905014000876
1044,69.00,0,0.00,2.00,86.50,173.00,6924947838899
1045,118.40,0,0.00,5.00,148.00,740.00,6924947828883
1046,6.50,0,0.00,11.00,7.90,86.90,6974348720002
1047,6.50,0,0.00,21.00,7.90,165.90,6974348720132
1048,6.50,0,0.00,10.00,7.90,79.00,6974348720019
1049,21.50,0,0.00,8.00,27.80,222.40,6973768117188
1050,21.50,0,0.00,6.00,27.80,166.80,6973768111179
1051,6.50,0,0.00,10.00,8.50,85.00,6928454900087
1052,75.00,0,0.00,10.00,95.00,950.00,6971881050054
1053,15.00,0,0.00,2.00,18.90,37.80,6950327000884
1054,20.50,0,0.00,6.00,25.80,154.80,6950327001041
1055,19.50,0,0.00,4.00,23.90,95.60,6950327001058
1056,14.00,0,0.00,14.00,18.60,260.40,4712883837876
1057,8.00,0,0.00,2.00,12.00,24.00,4712883834264
1058,11.26,0,0.00,8.00,12.80,102.40,6371251239
1059,10.00,0,0.00,11.00,14.00,154.00,4806531360028
1068,11.00,0,0.00,3.00,15.20,45.60,6972011730051
1069,12.50,0,0.00,1.00,14.90,14.90,6935953399991
1070,15.50,0,0.00,7.00,19.00,133.00,6973230891448
1071,15.50,0,0.00,12.00,19.00,228.00,6973230891547
1072,31.00,0,0.00,35.00,37.00,1295.00,6932816000599
1073,14.00,0,0.00,3.00,19.00,57.00,6971013100237
1074,14.00,0,0.00,2.00,19.00,38.00,6970695160089
1075,9.00,0,0.00,1.00,10.90,10.90,6924546000802
1076,9.00,0,0.00,1.00,10.90,10.90,6924546000819
1077,9.00,0,0.00,1.00,10.90,10.90,6924546000826
1078,5.80,0,0.00,4.00,7.80,31.20,6921204802204
1079,70.00,0,0.00,35.00,88.00,3080.00,6935739919337
1080,9.80,0,0.00,7.00,12.80,89.60,6928494805250
1081,11.50,0,0.00,8.00,14.80,118.40,6928494806448
1082,11.50,0,0.00,9.00,14.80,133.20,6928494806455
1083,9.80,0,0.00,8.00,12.80,102.40,6928494805267
1084,14.50,0,0.00,5.00,18.80,94.00,6941704425017
1085,11.90,0,0.00,62.00,14.90,923.80,6970870270534
1086,8.00,0,0.00,4.00,9.90,39.60,6970870270671
1087,8.00,0,0.00,24.00,9.90,237.60,6970870270664
1088,8.00,0,0.00,4.00,9.90,39.60,6970870270657
1089,9.50,0,0.00,25.00,11.50,287.50,6970870270947
1090,14.50,0,0.00,2.00,17.60,35.20,6970870270213
1091,9.50,0,0.00,4.00,11.50,46.00,6970870270961
1092,13.50,0,0.00,10.00,18.90,189.00,4897025889453
1093,13.50,0,0.00,5.00,18.90,94.50,4897025889460
1094,2.10,0,0.00,78.00,2.50,195.00,6954767430386
1095,9.50,0,0.00,1.00,13.80,13.80,6920130971879
1096,9.50,0,0.00,1.00,13.80,13.80,6920130971886
1097,9.50,0,0.00,4.00,13.80,55.20,6920130971107
1106,4.50,0,0.00,4.00,6.50,26.00,6920130970926
1107,15.84,0,0.00,11.00,18.00,198.00,6371251258
1108,12.80,0,0.00,4.00,16.00,64.00,6904555694315
1109,15.00,0,0.00,5.00,19.00,95.00,6904555694292
1110,15.50,0,0.00,1.00,19.00,19.00,6904555694278
1111,5.00,0,0.00,12.00,5.90,70.80,6920907808537
1112,5.00,0,0.00,8.00,5.90,47.20,6920907808612
1113,5.00,0,0.00,8.00,5.90,47.20,6920907808575
1114,17.00,0,0.00,2.00,21.00,42.00,6970567810067
1115,10.00,0,0.00,3.00,13.50,40.50,4713507023538
1116,12.50,0,0.00,11.00,16.50,181.50,1008861919370120
1117,16.54,0,0.00,6.00,18.80,112.80,6371251246
1118,12.30,0,0.00,19.00,14.90,283.10,6901347880390
1119,12.00,0,0.00,22.00,18.00,396.00,1008861919352081
1120,14.00,0,0.00,4.00,16.80,67.20,1008861919353347
1121,22.00,0,0.00,10.00,32.00,320.00,6928710609594
1122,41.00,0,0.00,1.00,53.00,53.00,6928710601758
1123,26.00,0,0.00,1.00,38.00,38.00,6928710609549
1124,11.00,0,0.00,19.00,13.50,256.50,6928710600331
1125,9.00,0,0.00,1.00,12.50,12.50,6928710660175
1126,20.00,0,0.00,4.00,26.00,104.00,6928710600034
1127,38.00,0,0.00,1.00,51.00,51.00,6928710660076
1128,8.00,0,0.00,2.00,10.30,20.60,6928710600317
1129,9.00,0,0.00,1.00,13.50,13.50,6928710660182
1130,19.00,0,0.00,2.00,28.00,56.00,6928710609600
1131,18.00,0,0.00,3.00,26.00,78.00,6928710609563
1132,22.00,0,0.00,8.00,28.50,228.00,6928710600485
1133,9.50,0,0.00,2.00,12.90,25.80,6928710609235
1134,15.00,0,0.00,5.00,18.50,92.50,6928710600980
1135,10.50,0,0.00,1.00,15.00,15.00,6928710609518
1144,18.00,0,0.00,3.00,23.80,71.40,6928710600089
1145,10.00,0,0.00,2.00,13.50,27.00,6928710660045
1146,48.00,0,0.00,6.00,64.90,389.40,6928710660069
1147,62.00,0,0.00,2.00,81.00,162.00,6928710660090
1148,58.00,0,0.00,2.00,75.00,150.00,6928710660106
1149,16.00,0,0.00,2.00,18.80,37.60,6928710600300
1150,4.50,0,0.00,1.00,8.00,8.00,6974919370124
1151,7.00,0,0.00,4.00,9.90,39.60,6928710609174
1152,6.20,0,0.00,10.00,7.50,75.00,6928710601284
1153,5.70,0,0.00,4.00,8.00,32.00,6928710605138
1154,48.00,0,0.00,2.00,66.50,133.00,6928710609204
1155,18.00,0,0.00,4.00,23.50,94.00,6928710600621
1156,11.50,0,0.00,3.00,15.70,47.10,6928710660052
1157,6.90,0,0.00,6.00,8.50,51.00,6928710600805
1158,20.00,0,0.00,5.00,25.90,129.50,6928710600560
1159,27.00,0,0.00,1.00,39.00,39.00,6928710609570
1160,20.00,0,0.00,11.00,26.00,286.00,6928710600614
1161,12.00,0,0.00,7.00,15.80,110.60,6928710601147
1162,12.50,0,0.00,8.00,16.30,130.40,6928710600584
1163,20.00,0,0.00,2.00,24.80,49.60,6928710600065
1164,5.70,0,0.00,4.00,8.00,32.00,6928710605176
1165,12.50,0,0.00,12.00,16.30,195.60,6928710600546
1166,10.00,0,0.00,2.00,13.50,27.00,6928710601734
1167,8.50,0,0.00,2.00,13.00,26.00,6928710601222
1168,23.00,0,0.00,2.00,33.80,67.60,6974919370025
1169,65.00,0,0.00,2.00,79.90,159.80,6928710601765
1170,65.00,0,0.00,3.00,79.90,239.70,6928710601772
1171,11.50,0,0.00,11.00,15.70,172.70,6928710609778
1172,30.00,0,0.00,1.00,39.90,39.90,6928710609211
1173,26.00,0,0.00,4.00,34.80,139.20,6928710600096
1182,7.50,0,0.00,10.00,8.90,89.00,6928710600164
1183,17.50,0,0.00,7.00,22.80,159.60,6928710600577
1184,14.00,0,0.00,4.00,19.90,79.60,6928710609228
1185,56.00,0,0.00,1.00,73.00,73.00,6928710601703
1186,37.00,0,0.00,2.00,49.50,99.00,6928710600362
1187,21.00,0,0.00,1.00,28.00,28.00,6928710660113
1188,43.00,0,0.00,1.00,63.00,63.00,6928710609532
1189,31.50,0,0.00,2.00,41.30,82.60,6974919370476
1190,4.00,0,0.00,2.00,7.60,15.20,6974919370087
1191,11.50,0,0.00,5.00,15.00,75.00,6928710601352
1192,6.00,0,0.00,3.00,7.50,22.50,6928710601215
1193,33.00,0,0.00,4.00,46.00,184.00,6928710660144
1194,3.00,0,0.00,4.00,5.50,22.00,6974919371343
1195,8.50,0,0.00,3.00,13.00,39.00,6928710609556
1196,18.00,0,0.00,21.00,22.50,472.50,6928710600553
1197,52.00,0,0.00,5.00,67.50,337.50,6928710601512
1198,11.00,0,0.00,6.00,14.70,88.20,6928710600591
1199,15.50,0,0.00,5.00,19.90,99.50,6971947498080
1200,48.00,0,0.00,2.00,60.00,120.00,6928710600195
1201,16.00,0,0.00,4.00,20.00,80.00,6928710601437
1202,18.00,0,0.00,5.00,24.00,120.00,6928710660496
1203,18.00,0,0.00,3.00,23.00,69.00,6928710600072
1204,15.00,0,0.00,2.00,19.50,39.00,6928710602052
1205,7.00,0,0.00,5.00,10.00,50.00,6928710600713
1206,37.00,0,0.00,2.00,49.00,98.00,6928710609082
1207,8.00,0,0.00,1.00,10.80,10.80,4897095270496
1208,25.52,0,0.00,11.00,29.00,319.00,6371251270
1209,66.00,0,0.00,10.00,78.00,780.00,6907992514178
1210,54.00,0,0.00,6.00,66.00,396.00,6907992518992
1211,70.00,0,0.00,5.00,88.00,440.00,6907992518930
1220,57.00,0,0.00,11.00,68.00,748.00,6907992513829
1221,66.00,0,0.00,2.00,78.00,156.00,6907992514604
1222,55.00,0,0.00,3.00,65.00,195.00,6907992512761
1223,24.00,0,0.00,3.00,29.80,89.40,6956432610086
1224,5.20,0,0.00,72.00,6.90,496.80,3068320055008
1225,5.20,0,0.00,25.00,6.90,172.50,3068320099651
1226,10.00,0,0.00,12.00,12.50,150.00,6923450656181
1227,10.00,0,0.00,7.00,12.50,87.50,6923450656150
1228,10.00,0,0.00,14.00,12.50,175.00,6923450657935
1229,10.00,0,0.00,9.00,12.50,112.50,6923450657638
1230,10.00,0,0.00,3.00,12.50,37.50,6923450656860
1231,17.00,0,0.00,6.00,20.00,120.00,6972399750009
1232,14.62,0,0.00,5.00,18.50,92.50,4897119860511
1233,13.60,0,0.00,2.00,17.00,34.00,4710484398970
1234,13.60,0,0.00,7.00,17.00,119.00,4710484398994
1235,3.50,0,0.00,2.00,4.20,8.40,6926892566087
1236,3.50,0,0.00,3.00,4.20,12.60,6926892565080
1237,3.50,0,0.00,5.00,4.20,21.00,6926892567084
1238,15.00,0,0.00,4.00,18.00,72.00,6904007607870
1239,33.50,0,0.00,3.00,38.00,114.00,6904007606569
1240,7.30,0,0.00,4.00,8.20,32.80,6904007605050
1241,38.00,0,0.00,15.00,44.70,670.50,6904007606606
1242,1.30,0,0.00,9.00,1.50,13.50,6920633801048
1243,16.00,0,0.00,20.00,20.50,410.00,6931500340706
1244,16.00,0,0.00,4.00,20.50,82.00,6931500340904
1245,46.00,0,0.00,12.00,49.00,588.00,6971062128855
1246,85.00,0,0.00,11.00,96.00,1056.00,6937191310844
1247,125.00,0,0.00,1.00,158.80,158.80,6970866090597
1248,150.00,0,0.00,4.00,185.00,740.00,6973820980132
1249,23.90,0,0.00,14.00,29.60,414.40,6911569012684
1258,12.00,0,0.00,8.00,16.90,135.20,6911569126411
1259,17.50,0,0.00,6.00,21.40,128.40,6911569107274
1260,3.80,0,0.00,6.00,5.00,30.00,6924640202225
1261,10.70,0,0.00,12.00,13.20,158.40,6911569014145
1262,16.50,0,0.00,10.00,21.50,215.00,6911569506848
1263,13.80,0,0.00,1.00,17.60,17.60,6911569143364
1264,19.00,0,0.00,3.00,26.90,80.70,6911569113497
1265,10.50,0,0.00,2.00,13.50,27.00,6911569132313
1266,20.00,0,0.00,8.00,26.00,208.00,6911569200289
1267,12.00,0,0.00,13.00,16.90,219.70,6911569126398
1268,19.00,0,0.00,17.00,28.90,491.30,6911569114456
1269,18.00,0,0.00,7.00,22.50,157.50,6911569145061
1270,6.00,0,0.00,3.00,8.50,25.50,6911569008595
1271,18.00,0,0.00,9.00,23.50,211.50,6911569202573
1272,8.62,0,0.00,11.00,9.80,107.80,6948942511618
1273,8.00,0,0.00,2.00,11.50,23.00,4716076571738
1274,8.00,0,0.00,5.00,11.50,57.50,4716076571745
1275,8.00,0,0.00,6.00,11.50,69.00,4716076571769
1276,8.50,0,0.00,6.00,12.00,72.00,4716076571462
1277,8.50,0,0.00,2.00,12.00,24.00,4716076571455
1278,8.00,0,0.00,3.00,11.50,34.50,4716076571714
1279,8.50,0,0.00,1.00,12.00,12.00,4716076571479
1280,5.20,0,0.00,2.00,7.50,15.00,4712832449037
1281,10.50,0,0.00,2.00,15.00,30.00,4716076571509
1282,10.50,0,0.00,1.00,15.00,15.00,4716076571486
1283,10.50,0,0.00,5.00,15.00,75.00,4716076571493
1284,4.20,0,0.00,44.00,5.00,220.00,6970399920439
1285,4.20,0,0.00,45.00,5.00,225.00,6970399920415
1286,4.60,0,0.00,8.00,5.70,45.60,6970399920118
1287,4.60,0,0.00,47.00,5.70,267.90,6975176782460
1296,4.20,0,0.00,68.00,5.00,340.00,6970399923096
1297,5.20,0,0.00,41.00,6.30,258.30,6975176780510
1298,5.20,0,0.00,8.00,6.30,50.40,6970399921092
1299,25.80,0,0.00,1.00,30.00,30.00,6937419946190
1300,8.00,0,0.00,2.00,9.90,19.80,6974613130062
1301,8.00,0,0.00,1.00,9.90,9.90,6974613130079
1302,14.00,0,0.00,5.00,17.80,89.00,2302122979222
1303,15.00,0,0.00,3.00,17.80,53.40,1008861919350377
1304,17.80,0,0.00,6.00,22.80,136.80,2010319242255
1305,64.00,0,0.00,10.00,79.00,790.00,6970480320292
1306,8.62,0,0.00,5.00,9.80,49.00,6948942511069
1307,14.00,0,0.00,20.00,16.80,336.00,1008861919353361
1308,40.00,0,0.00,1.00,54.00,54.00,9556854006039
1309,6.24,0,0.00,9.00,8.80,79.20,4710199085509
1310,6.24,0,0.00,3.00,8.80,26.40,4710199037010
1311,6.24,0,0.00,5.00,8.80,44.00,4710199080597
1312,6.24,0,0.00,8.00,8.80,70.40,4710199087701
1313,6.24,0,0.00,6.00,8.80,52.80,4710199086506
1314,6.24,0,0.00,4.00,8.80,35.20,4710199085707
1315,6.24,0,0.00,8.00,8.80,70.40,4710199080566
1316,93.50,0,0.00,7.00,109.50,766.50,6933664901038
1317,52.00,0,0.00,1.00,64.80,64.80,6928710601925
1318,12.50,0,0.00,6.00,17.00,102.00,4897044643081
1319,33.60,0,0.00,4.00,42.80,171.20,2010305181708
1320,17.00,0,0.00,8.00,21.00,168.00,6945482421773
1321,16.00,0,0.00,261.00,19.50,5089.50,6954113701504
1322,9.00,0,0.00,11.00,11.50,126.50,6920609900362
1323,13.20,0,0.00,5.00,15.00,75.00,6371251241
1324,31.00,0,0.00,6.00,35.80,214.80,6925785605797
1325,31.00,0,0.00,3.00,38.90,116.70,6925785605902
1334,67.00,0,0.00,10.00,84.00,840.00,6948042400034
1335,56.00,0,0.00,6.00,69.90,419.40,6948042400027
1336,68.00,0,0.00,8.00,82.00,656.00,6944910358360
1337,106.00,0,0.00,5.00,129.00,645.00,8853969008035
1338,10.50,0,0.00,1.00,14.50,14.50,6942806983047
1339,14.00,0,0.00,1.00,18.00,18.00,6942806982972
1340,11.90,0,0.00,2.00,15.00,30.00,6942806983528
1341,11.90,0,0.00,3.00,15.00,45.00,6942806983511
1342,10.00,0,0.00,2.00,13.50,27.00,6942806981951
1343,10.50,0,0.00,2.00,13.50,27.00,6942806981999
1344,48.00,0,0.00,4.00,59.80,239.20,6971081780034
1345,5.00,0,0.00,25.00,6.50,162.50,6922895401226
1346,61.00,0,0.00,4.00,69.90,279.60,6970805096345
1347,9.50,0,0.00,1.00,12.00,12.00,9556121003976
1348,8.80,0,0.00,4.00,11.50,46.00,9556121001859
1349,14.50,0,0.00,3.00,18.00,54.00,9556121022496
1350,9.50,0,0.00,3.00,12.00,36.00,9556121003884
1351,1.50,0,0.00,7.00,1.80,12.60,6942046300017
1352,1.40,0,0.00,4.00,1.80,7.20,6942046300055
1353,6.50,0,0.00,3.00,9.50,28.50,6922165900787
1354,8.00,0,0.00,1.00,10.90,10.90,6922165900770
1355,11.50,0,0.00,2.00,13.80,27.60,6958104100321
1356,11.50,0,0.00,8.00,14.90,119.20,6931299062681
1357,17.00,0,0.00,7.00,21.60,151.20,6958770001922
1358,32.00,0,0.00,3.00,39.90,119.70,6970079710534
1359,32.00,0,0.00,4.00,39.90,159.60,6970079710336
