productId,amount,salePrice
291247,4,37.2
292527,4,56.0
292541,2,8.6
295844,1,78.0
297251,1,68.0
300017,1,1.8
300055,1,1.8
300422,1,40.0
300439,2,80.0
300477,6,49.8
300491,6,49.8
300797,2,15.6
302229,7,8.4
302861,1,29.0
303740,3,38.400000000000006
305312,1,24.9
309561,2,37.0
310844,1,96.0
311148,4,272.0
311247,2,156.0
311315,1,16.2
311421,3,234.0
311816,2,41.6
312377,1,12.0
312640,3,149.7
313980,1,27.5
314123,1,15.9
315670,1,11.5
320214,1,6.0
320360,1,28.2
321123,7,222.60000000000002
321501,2,12.0
322296,1,24.0
322814,1,16.0
322821,1,16.0
323761,1,20.8
329110,2,36.0
329921,10,235.0
329938,2,33.0
330696,1,51.0
334954,3,58.5
337090,8,48.0
337535,1,18.0
337542,1,18.0
338680,2,8.0
340706,5,102.5
340735,2,36.0
350056,13,208.0
350322,2,35.6
350360,2,39.8
350438,2,24.0
350452,4,59.6
350469,4,48.0
350616,5,73.5
351329,4,104.0
351350,3,96.0
352081,6,108.0
352135,1,16.0
352159,7,101.5
352385,4,146.0
352477,1,36.5
353064,5,99.5
353231,3,72.0
353248,1,16.8
353323,1,9.8
353347,1,16.8
353361,6,100.8
353597,3,84.0
353603,2,56.0
355765,6,270.0
356309,1,158.0
356326,3,59.699999999999996
358360,1,82.0
360018,1,7.9
360028,1,14.0
360075,1,139.9
362274,1,29.9
370120,3,49.5
371343,1,5.5
385070,2,15.8
385162,1,7.9
385179,1,7.9
390075,5,63.5
390181,2,25.4
398994,5,85.0
400027,1,69.9
400034,3,252.0
400047,2,33.8
400085,2,55.8
400381,1,18.0
400685,1,23.9
400700,6,39.0
400777,1,15.8
401226,5,32.5
404249,17,127.5
410388,11,27.5
410523,2,21.6
411544,2,35.0
412246,1,19.0
413540,2,29.8
421773,4,84.0
425017,5,94.0
427772,1,12.0
430386,48,120.0
430390,1,14.5
432459,1,12.0
449983,2,18.6
453480,1,11.5
470236,1,6.5
497149,1,10.8
497156,1,10.8
498080,2,39.8
499617,1,15.5
500956,3,14.700000000000001
500970,3,14.700000000000001
501109,5,59.0
501116,5,59.0
503493,2,35.6
506848,1,21.5
509256,162,275.4
511069,2,19.6
511280,77,123.19999999999999
511618,3,29.400000000000002
512691,5,59.0
512761,2,130.0
513157,1,65.0
516231,3,43.5
516460,1,14.5
516691,2,156.0
517108,1,13.5
517115,1,13.5
518992,1,66.0
520019,2,258.0
540250,3,17.700000000000003
558018,71,340.8
558025,13,62.399999999999984
558032,66,316.8
558049,49,235.20000000000005
559176,21,184.8
560026,1,18.9
560439,1,25.9
564599,1,11.5
566720,2,46.0
568511,39,93.60000000000002
568658,50,210.0
570001,2,25.0
570100,2,25.0
570162,33,313.5
570193,3,88.5
570216,1,9.9
570384,1,10.8
570414,1,30.0
570582,22,209.0
570599,15,142.5
571462,1,12.0
571486,1,15.0
571493,1,15.0
571509,1,15.0
571691,2,23.0
571769,1,11.5
584191,1,4.5
590712,2,31.0
593002,4,15.2
593576,1,4.6
594520,1,14.5
594568,1,16.5
594993,71,261.99
595006,78,287.82
595099,20,144.0
595143,26,72.8
595167,9,25.2
596348,102,510.0
600034,1,26.0
600072,2,46.0
600096,1,34.8
600164,4,35.6
600165,4,100.0
600247,1,16.0
600331,6,81.0
600362,1,49.5
600391,13,208.0
600485,2,57.0
600546,5,81.5
600553,7,157.5
600560,3,77.69999999999999
600577,7,159.60000000000002
600584,3,48.900000000000006
600591,3,44.099999999999994
600614,2,52.0
600621,1,23.5
600713,1,10.0
600805,3,25.5
600980,2,37.0
601147,1,15.8
601215,1,7.5
601222,2,26.0
601284,3,22.5
601352,1,15.0
601437,1,20.0
601567,1,16.9
602572,3,35.400000000000006
602967,1,86.0
605176,3,24.0
605797,2,71.6
605902,1,38.9
606569,2,76.0
606606,2,89.4
607870,3,54.0
609204,1,66.5
609235,1,12.9
609570,1,39.0
609594,2,64.0
609778,2,31.4
610086,1,29.8
612012,25,145.0
613787,1,85.0
616554,7,1119.3
622304,3,19.5
622724,18,99.0
623370,30,165.0
623530,30,165.0
634108,1,16.3
634603,3,48.900000000000006
643081,2,34.0
644392,4,64.0
645586,1,12.5
650064,2,96.0
650316,1,9.5
650323,1,18.2
651086,2,19.0
655326,1,15.8
655333,2,43.0
655395,1,15.8
656095,1,21.8
656150,2,25.0
656181,4,50.0
656860,3,37.5
657638,4,50.0
657935,4,50.0
659523,1,12.0
659530,3,36.0
660045,1,13.5
660069,2,129.8
660106,2,150.0
660144,2,92.0
660175,1,12.5
660182,1,13.5
660254,14,124.60000000000002
660677,5,25.0
660810,1,19.5
660827,1,19.5
660905,1,5.0
660929,4,20.0
662106,1,9.9
662831,1,55.0
663500,1,24.5
663517,1,25.8
670213,13,232.70000000000005
670237,10,179.00000000000003
670244,5,89.5
680121,1,19.8
681233,8,55.199999999999996
700018,3,38.400000000000006
700029,2,31.8
700067,4,52.0
700184,4,44.0
700194,1,12.8
700533,50,150.0
700757,3,31.5
701504,79,1540.5
703002,2,44.0
720002,3,23.700000000000003
720019,3,23.700000000000003
720132,18,142.20000000000002
730019,15,45.0
730132,22,66.0
730574,4,17.2
732577,1,12.8
742386,3,174.0
743826,1,58.0
750009,2,40.0
760681,1,15.6
782460,3,17.1
788735,2,23.0
800338,1,61.5
800339,1,15.6
800440,2,42.0
800638,3,38.400000000000006
801304,1,9.5
802204,2,15.6
802248,3,40.5
804087,2,25.6
805022,1,13.8
805250,5,64.0
805267,3,38.400000000000006
806448,4,59.2
806455,2,29.6
808032,5,179.5
808179,2,9.0
808278,9,40.5
808537,1,5.9
808575,2,11.8
808612,1,5.9
809015,5,74.0
809862,5,42.5
809886,1,8.5
809909,1,8.5
812216,2,48.0
816044,5,26.5
816075,16,110.4
816122,8,871.1999999999999
820001,14,119.0
820087,2,65.6
820108,1,6.8
820148,4,43.2
820643,3,44.400000000000006
820650,3,44.400000000000006
820810,3,29.700000000000003
821027,3,44.7
821644,1,13.9
821695,1,10.5
821989,1,15.9
822222,3,110.39999999999999
822406,1,35.8
824608,4,35.2
824959,1,12.5
827799,6,35.4
831256,1,13.8
837876,4,74.4
838899,1,86.5
839818,1,34.5
839832,1,34.5
840286,12,54.0
840330,12,54.0
851160,2,17.8
860221,2,34.0
860511,5,92.5
862059,1,48.0
870343,2,37.0
870893,3,55.5
880390,1,14.9
888885,4,15.6
889453,2,37.8
889460,1,18.9
890342,8,76.0
890965,2,47.6
890972,2,47.6
891448,1,19.0
891547,3,57.0
892310,2,35.6
892372,1,15.0
894598,3,58.5
895731,2,19.8
900024,16,64.0
900031,16,48.0
900048,12,54.0
900062,4,16.0
900087,4,34.0
900116,9,36.0
900147,11,49.5
900185,7,28.0
900208,4,14.0
900422,2,97.2
900525,2,74.8
900620,4,143.2
900766,3,34.8
900913,7,530.6
901008,1,10.8
901038,4,438.0
901483,1,13.5
902405,3,243.0
903242,1,144.0
905010,1,3.0
905164,1,3.0
910050,9,391.5
914476,4,51.2
914988,3,38.400000000000006
915084,1,12.8
915145,1,12.8
916555,2,25.6
919337,7,616.0
920118,5,28.5
920178,3,98.69999999999999
920415,2,10.0
920439,15,75.0
921092,2,12.6
922365,7,45.5
922518,22,143.0
922910,2,75.8
923096,6,30.0
927247,17,107.1
933003,2,54.0
936039,2,94.0
937043,5,280.0
938008,3,81.0
943525,2,94.0
950052,60,150.0
951431,1,42.8
961090,1,19.2
970055,3,29.700000000000003
970086,4,39.6
970123,3,29.700000000000003
970926,4,26.0
971107,1,13.8
975323,6,11.4
979121,1,24.8
979222,3,53.400000000000006
981999,1,13.5
999005,2,172.0
