,categoryName,grossProfit,grossProfitRate,saleAmount,saleIncome,serialNum,supplierName,totalCost
977,饮料类,48.00,23.53%,24,204.00,3179730010591,西安和天熙商贸有限公司,156.00
978,饮料类,48.00,23.53%,24,204.00,3179730010560,西安和天熙商贸有限公司,156.00
979,饮料类,14.00,17.95%,1,78.00,4891599331288,西安和天熙商贸有限公司,64.00
980,饮料类,33.60,17.78%,42,189.00,6901808188881,西安和天熙商贸有限公司,155.40
981,饮料类,0.60,20.00%,1,3.00,6970783730132,西安和天熙商贸有限公司,2.40
982,饮料类,9.60,20.00%,16,48.00,6970783730019,西安和天熙商贸有限公司,38.40
983,饮料类,0.80,18.60%,1,4.30,6925303730574,西安和天熙商贸有限公司,3.50
984,饮料类,12.80,20.00%,16,64.00,6956367338680,西安和天熙商贸有限公司,51.20
985,饮料类,5.60,21.21%,4,26.40,3068320055008,西安和天熙商贸有限公司,20.80
988,冻货类,8.40,17.72%,3,47.40,6971738655364,西安品优兴农产品有限公司,39.00
989,冻货类,10.50,16.28%,3,64.50,6971738655333,西安品优兴农产品有限公司,54.00
990,冻货类,11.20,17.72%,4,63.20,6971738655395,西安品优兴农产品有限公司,52.00
991,冻货类,16.80,17.72%,6,94.80,6971738655371,西安品优兴农产品有限公司,78.00
992,冻货类,11.20,12.84%,4,87.20,6971738656095,西安品优兴农产品有限公司,76.00
993,冻货类,26.00,26.53%,2,98.00,6947773601949,西安品优兴农产品有限公司,72.00
1002,冻货类,117.00,15.25%,13,767.00,6947689112454,西安品优兴农产品有限公司,650.00
1003,冻货类,35.00,21.74%,7,161.00,6947689112102,西安品优兴农产品有限公司,126.00
1004,冻货类,60.00,19.23%,4,312.00,6976354450058,西安品优兴农产品有限公司,252.00
1005,冻货类,8.00,19.05%,2,42.00,6976354450034,西安品优兴农产品有限公司,34.00
1006,冻货类,23.00,23.47%,1,98.00,6957890900335,西安品优兴农产品有限公司,75.00
1007,冻货类,112.00,23.73%,4,472.00,6971881050238,西安品优兴农产品有限公司,360.00
1008,冻货类,48.00,15.00%,8,320.00,6958196800499,西安品优兴农产品有限公司,272.00
1009,冻货类,209.00,15.45%,22,1353.00,6958196800338,西安品优兴农产品有限公司,1144.00
1010,冻货类,11.20,23.73%,4,47.20,6921665714436,西安品优兴农产品有限公司,36.00
1011,冻货类,5.60,21.88%,2,25.60,6921665732577,西安品优兴农产品有限公司,20.00
1012,冻货类,5.60,23.73%,2,23.60,6921665714429,西安品优兴农产品有限公司,18.00
1013,冻货类,460.00,21.05%,23,2185.00,6971881050054,西安品优兴农产品有限公司,1725.00
1014,冻货类,7.90,20.84%,1,37.90,4891913367238,西安品优兴农产品有限公司,30.00
1015,冻货类,62.40,20.63%,16,302.40,6950327000884,西安品优兴农产品有限公司,240.00
1016,冻货类,5.30,20.54%,1,25.80,6950327001041,西安品优兴农产品有限公司,20.50
1017,冻货类,22.00,18.41%,5,119.50,6950327001058,西安品优兴农产品有限公司,97.50
1018,冻货类,200.00,19.53%,8,1024.00,6957890900336,西安品优兴农产品有限公司,824.00
1019,冻货类,175.00,18.92%,5,925.00,6973820980132,西安品优兴农产品有限公司,750.00
1020,冻货类,36.00,19.05%,9,189.00,6945482421773,西安品优兴农产品有限公司,153.00
1023,零食,8.40,14.97%,3,56.10,6975624411010,西安其林贸易有限公司,47.70
1024,零食,2.50,19.69%,1,12.70,6941297400217,西安其林贸易有限公司,10.20
1025,零食,41.00,21.28%,41,192.70,6947798800112,西安其林贸易有限公司,151.70
1026,零食,1.50,21.74%,1,6.90,6956405213610,西安其林贸易有限公司,5.40
1027,零食,10.40,19.40%,8,53.60,6956405213627,西安其林贸易有限公司,43.20
1028,零食,1.30,19.40%,1,6.70,6956405213962,西安其林贸易有限公司,5.40
1029,零食,10.40,19.40%,8,53.60,6956405212927,西安其林贸易有限公司,43.20
1030,零食,38.40,23.19%,24,165.60,6974197980008,西安其林贸易有限公司,127.20
1041,鸡蛋,266.00,17.95%,76,1482.00,6954113701504,西安秦南农副产品贸易有限公司,1216.00
1044,零食类,52.50,18.26%,5,287.50,6939656100090,西安市禾采商贸有限公司,235.00
1045,零食类,6.00,23.53%,1,25.50,6972808382180,西安市禾采商贸有限公司,19.50
1046,零食类,23.80,17.79%,2,133.80,6972808380421,西安市禾采商贸有限公司,110.00
1047,零食类,5.00,18.52%,1,27.00,6972808382388,西安市禾采商贸有限公司,22.00
1048,零食类,21.00,18.26%,2,115.00,6939656100663,西安市禾采商贸有限公司,94.00
1049,零食类,5.30,21.63%,1,24.50,6973044387731,西安市禾采商贸有限公司,19.20
1051,面粉,8.30,18.24%,1,45.50,6972808381145,西安市禾采商贸有限公司,37.20
1053,食用油,63.00,17.65%,3,357.00,6972808388922,西安市禾采商贸有限公司,294.00
1054,食用油,23.60,19.73%,4,119.60,6972808381992,西安市禾采商贸有限公司,96.00
1057,大米,153.40,15.57%,13,985.40,6947475900913,西安腾旺贸易有限公司,832.00
1058,大米,30.00,20.83%,1,144.00,6947475903242,西安腾旺贸易有限公司,114.00
1059,大米,130.00,16.05%,10,810.00,6947475902405,西安腾旺贸易有限公司,680.00
1060,大米,28.80,22.36%,1,128.80,6970866090580,西安腾旺贸易有限公司,100.00
1061,大米,21.00,24.42%,1,86.00,6971947498264,西安腾旺贸易有限公司,65.00
1062,大米,14.00,17.07%,1,82.00,6944910358360,西安腾旺贸易有限公司,68.00
1064,副食类,1.40,20.29%,1,6.90,6922507804117,西安腾旺贸易有限公司,5.50
1065,副食类,11.00,22.22%,11,49.50,6922507809754,西安腾旺贸易有限公司,38.50
1066,副食类,10.00,23.81%,4,42.00,6922507821688,西安腾旺贸易有限公司,32.00
1067,副食类,2.50,23.81%,1,10.50,6922507821701,西安腾旺贸易有限公司,8.00
1076,副食类,2.80,20.29%,1,13.80,6922507805022,西安腾旺贸易有限公司,11.00
1077,副食类,4.50,20.00%,3,22.50,6922507823903,西安腾旺贸易有限公司,18.00
1078,副食类,8.40,21.88%,3,38.40,6922507804087,西安腾旺贸易有限公司,30.00
1079,副食类,8.40,21.88%,3,38.40,6922507800638,西安腾旺贸易有限公司,30.00
1080,副食类,8.40,21.88%,3,38.40,6922507800621,西安腾旺贸易有限公司,30.00
1081,副食类,1.50,20.00%,1,7.50,6922507823910,西安腾旺贸易有限公司,6.00
1082,副食类,15.00,15.15%,1,99.00,6944910337563,西安腾旺贸易有限公司,84.00
1084,面粉,104.00,17.78%,13,585.00,6944910355765,西安腾旺贸易有限公司,481.00
1085,面粉,15.60,23.08%,4,67.60,6944910352412,西安腾旺贸易有限公司,52.00
1086,面粉,32.00,29.09%,2,110.00,6974919372371,西安腾旺贸易有限公司,78.00
1088,乳制品类,104.00,19.12%,8,544.00,6970037311148,西安腾旺贸易有限公司,440.00
1089,乳制品类,16.00,18.18%,1,88.00,6907992515533,西安腾旺贸易有限公司,72.00
1090,乳制品类,10.50,20.00%,3,52.50,6922477411575,西安腾旺贸易有限公司,42.00
1091,乳制品类,7.00,20.00%,2,35.00,6922477411551,西安腾旺贸易有限公司,28.00
1092,乳制品类,3.50,20.00%,1,17.50,6922477411599,西安腾旺贸易有限公司,14.00
1093,乳制品类,24.50,20.00%,7,122.50,6922477411544,西安腾旺贸易有限公司,98.00
1094,乳制品类,3.30,20.89%,1,15.80,6922477400333,西安腾旺贸易有限公司,12.50
1095,乳制品类,6.60,20.89%,2,31.60,6922477400524,西安腾旺贸易有限公司,25.00
1096,乳制品类,6.60,20.89%,2,31.60,6922477400777,西安腾旺贸易有限公司,25.00
1097,乳制品类,43.00,21.72%,10,198.00,6922477411087,西安腾旺贸易有限公司,155.00
1098,乳制品类,25.80,21.72%,6,118.80,6922477411407,西安腾旺贸易有限公司,93.00
1099,乳制品类,4.80,22.22%,2,21.60,6922477410547,西安腾旺贸易有限公司,16.80
1100,乳制品类,7.20,22.22%,3,32.40,6922477410530,西安腾旺贸易有限公司,25.20
1101,乳制品类,2.40,17.27%,1,13.90,6922477400227,西安腾旺贸易有限公司,11.50
1102,乳制品类,29.40,20.50%,6,143.40,6922477400685,西安腾旺贸易有限公司,114.00
1103,乳制品类,8.00,23.53%,4,34.00,6971550820001,西安腾旺贸易有限公司,26.00
1104,乳制品类,9.00,23.08%,3,39.00,6971550821107,西安腾旺贸易有限公司,30.00
1113,乳制品类,16.00,21.62%,5,74.00,6971550820643,西安腾旺贸易有限公司,58.00
1114,乳制品类,12.80,21.62%,4,59.20,6971550820650,西安腾旺贸易有限公司,46.40
1115,乳制品类,32.00,18.18%,2,176.00,6907992518077,西安腾旺贸易有限公司,144.00
1116,乳制品类,18.00,18.75%,1,96.00,6907992519241,西安腾旺贸易有限公司,78.00
1117,乳制品类,35.20,24.58%,4,143.20,6924810822406,西安腾旺贸易有限公司,108.00
1118,乳制品类,10.50,22.58%,3,46.50,6924810801838,西安腾旺贸易有限公司,36.00
1119,乳制品类,16.20,20.45%,9,79.20,6924810824608,西安腾旺贸易有限公司,63.00
1120,乳制品类,50.00,24.39%,5,205.00,6924810810014,西安腾旺贸易有限公司,155.00
1121,乳制品类,48.60,22.01%,6,220.80,6924810822222,西安腾旺贸易有限公司,172.20
1122,乳制品类,21.30,21.01%,3,101.40,6924810822376,西安腾旺贸易有限公司,80.10
1123,乳制品类,5.00,20.83%,1,24.00,6924810812216,西安腾旺贸易有限公司,19.00
1124,乳制品类,24.50,22.58%,7,108.50,6924810801807,西安腾旺贸易有限公司,84.00
1125,乳制品类,30.00,19.23%,2,156.00,6970037311421,西安腾旺贸易有限公司,126.00
1126,乳制品类,15.00,19.23%,1,78.00,6970037311247,西安腾旺贸易有限公司,63.00
1127,乳制品类,80.00,20.41%,8,392.00,6970037310158,西安腾旺贸易有限公司,312.00
1128,乳制品类,115.00,17.04%,10,675.00,6970037314354,西安腾旺贸易有限公司,560.00
1129,乳制品类,288.00,20.45%,16,1408.00,6935739919337,西安腾旺贸易有限公司,1120.00
1130,乳制品类,4.00,20.20%,1,19.80,6928494805717,西安腾旺贸易有限公司,15.80
1131,乳制品类,15.00,23.44%,5,64.00,6928494805250,西安腾旺贸易有限公司,49.00
1132,乳制品类,9.60,24.24%,6,39.60,6971550820698,西安腾旺贸易有限公司,30.00
1133,乳制品类,22.00,22.45%,5,98.00,6971550821114,西安腾旺贸易有限公司,76.00
1134,乳制品类,11.20,24.24%,7,46.20,6971550821046,西安腾旺贸易有限公司,35.00
1135,乳制品类,22.00,22.45%,5,98.00,6971550821121,西安腾旺贸易有限公司,76.00
1136,乳制品类,6.60,22.30%,2,29.60,6928494806448,西安腾旺贸易有限公司,23.00
1137,乳制品类,6.00,23.44%,2,25.60,6928494805267,西安腾旺贸易有限公司,19.60
1138,乳制品类,7.60,24.05%,4,31.60,6941704425000,西安腾旺贸易有限公司,24.00
1139,乳制品类,25.80,22.87%,6,112.80,6941704425017,西安腾旺贸易有限公司,87.00
1140,乳制品类,9.90,22.30%,3,44.40,6971550820599,西安腾旺贸易有限公司,34.50
1141,乳制品类,24.00,15.38%,2,156.00,6907992514178,西安腾旺贸易有限公司,132.00
1150,乳制品类,36.00,18.18%,3,198.00,6907992518992,西安腾旺贸易有限公司,162.00
1151,乳制品类,36.00,17.65%,3,204.00,6907992514406,西安腾旺贸易有限公司,168.00
1152,乳制品类,44.00,16.18%,4,272.00,6907992513829,西安腾旺贸易有限公司,228.00
1153,乳制品类,10.00,15.38%,1,65.00,6907992512761,西安腾旺贸易有限公司,55.00
1154,乳制品类,72.00,18.46%,6,390.00,6907992513157,西安腾旺贸易有限公司,318.00
1156,食用油,40.00,16.81%,2,238.00,6941499119399,西安腾旺贸易有限公司,198.00
1159,杂品类（购物袋）,10.50,12.00%,175,87.50,3,新城区西华陶瓷厨具经营部,77.00
