,categoryName,cost,currPrice,productId,productName,serialNum,supplierName,unit
155,乳制品类,28.7,36.8,822222,卡士断糖无蔗糖酸奶,6924810822222,西安腾旺贸易有限公司,盒
157,乳制品类,26.7,33.8,822376,卡士风味发酵乳1kg,6924810822376,西安腾旺贸易有限公司,盒
158,乳制品类,27.0,35.8,822406,卡士007无蔗糖益生菌酸奶969g,6924810822406,西安腾旺贸易有限公司,瓶
159,乳制品类,7.0,8.8,824608,卡士宝贝第二餐原味发酵乳85g,6924810824608,西安腾旺贸易有限公司,盒
160,乳制品类,70.0,88.0,919337,新疆有机纯牛奶,6935739919337,西安腾旺贸易有限公司,提
161,面粉,13.0,16.9,352412,福临门山西刀削面1kg,6944910352412,西安腾旺贸易有限公司,袋
162,面粉,37.0,45.0,355765,福临门麦香粉5kg,6944910355765,西安腾旺贸易有限公司,袋
163,面粉,55.0,68.0,372364,野森林河套平原雪花粉5kg,6974919372364,西安腾旺贸易有限公司,袋
164,面粉,39.0,55.0,372371,野森林河套平原多用途面粉5kg,6974919372371,西安腾旺贸易有限公司,袋
165,副食类,84.0,99.0,337563,中粮福临门河套平原雪花小麦粉5kg,6944910337563,西安腾旺贸易有限公司,袋
166,副食类,11.0,13.8,800218,陈克明香菇挂面1kg,6922507800218,西安腾旺贸易有限公司,袋
167,副食类,10.0,12.8,800621,陈克明玉带面1kg,6922507800621,西安腾旺贸易有限公司,袋
168,副食类,10.0,12.8,800638,陈克明银丝挂面1kg,6922507800638,西安腾旺贸易有限公司,袋
169,副食类,10.0,12.8,804087,陈克明细圆面1kg,6922507804087,西安腾旺贸易有限公司,袋
170,副食类,5.5,6.9,804117,陈克明高钙挂面280g,6922507804117,西安腾旺贸易有限公司,袋
171,副食类,5.5,6.9,804353,陈克明鸡蛋挂面280g,6922507804353,西安腾旺贸易有限公司,袋
172,副食类,11.0,13.8,805022,陈克明荞麦挂面1kg.,6922507805022,西安腾旺贸易有限公司,袋
173,副食类,8.0,10.5,806708,陈克明鸡蛋面500g,6922507806708,西安腾旺贸易有限公司,袋
174,副食类,3.5,4.5,809754,陈克明鸡蛋刀削面240g,6922507809754,西安腾旺贸易有限公司,袋
175,副食类,8.0,10.5,821688,陈克明鸡蛋龙须面800g,6922507821688,西安腾旺贸易有限公司,袋
176,副食类,8.0,10.5,821695,陈克明鸡蛋风味面800g,6922507821695,西安腾旺贸易有限公司,袋
177,副食类,8.0,10.5,821701,陈克明鸡蛋爽滑面800g,6922507821701,西安腾旺贸易有限公司,袋
178,副食类,6.0,7.5,823903,陈克明蔬菜小面280g,6922507823903,西安腾旺贸易有限公司,袋
179,副食类,6.0,7.5,823910,陈克明杂粮小面280g,6922507823910,西安腾旺贸易有限公司,袋
180,大米,106.0,129.0,008035,中粮泰国茉莉香米5kg,8853969008035,西安腾旺贸易有限公司,袋
181,大米,54.0,78.2,090177,有机黑芝麻668g,6970866090177,西安腾旺贸易有限公司,盒
182,大米,100.0,128.8,090580,奇亚籽,6970866090580,西安腾旺贸易有限公司,盒
183,大米,125.0,158.8,090597,有机三色黎麦,6970866090597,西安腾旺贸易有限公司,盒
184,大米,85.0,96.0,310844,有机大米长粒香5kg,6937191310844,西安腾旺贸易有限公司,袋
