,amount,avgCost,importPrice,serialNum
0,60,21.8,1308.0,6957335213015
1,20,37.0,740.0,6957335215026
2,36,22.3,802.8,6957335216016
3,60,8.5,510.0,6901715291247
4,36,12.2,439.2,6901715292527
5,36,3.7,133.2,6901715292541
6,5,36.0,180.0,6904007602035
7,5,36.0,180.0,6904007602578
8,60,7.3,438.0,6904007605050
9,5,36.0,180.0,6904007605920
10,6,33.5,201.0,6904007606569
11,30,38.0,1140.0,6904007606606
12,36,29.5,1062.0,6943036808032
13,60,12.1,726.0,6943036809015
