,amount,categoryName,currCost,productName,salePrice,serialNum,unit
669,16.00,零食,21.00,巧美榛仁巧克力酱250g,33.60,5410291012753,袋
670,31.00,零食,21.00,巧美黑巧克力酱250g,33.60,5410291012760,袋
672,8.00,零食,23.00,克特多真味纯可可黑巧克力100g,32.20,7622400013935,盒
675,9.00,零食,8.30,果子町-苏打饼干香葱味360g,10.50,4713507019128,包
676,9.00,零食,8.30,果子町-苏打饼干黑芝麻味360g,10.50,4713507019135,包
681,1.00,零食,14.50,瑞特滋牛奶巧克力100g,22.00,4000417021007,盒
682,8.00,零食,14.50,瑞特滋葡萄干榛子巧克力100g,22.00,4000417022004,盒
683,5.00,零食,14.50,茱蒂丝柠檬夹心饼170g,18.00,9556121022496,袋
684,12.00,零食,13.50,aji榴莲流心酥220g,18.80,4894375022530,袋
685,12.00,零食,13.50,aji蛋黄流心酥220g,18.80,4894375022547,袋
686,11.00,零食,10.00,燕麦苏打饼干,13.50,4713507023538,袋
688,20.00,零食,8.80,茱蒂丝起士三明治135g,11.50,9556121024025,袋
691,4.00,零食,33.00,茱蒂丝奶油苏打饼500g,43.50,9556121027149,袋
692,4.00,零食,39.00,茱蒂丝三明治花生酱饼干540g,52.00,9556121027156,袋
693,6.00,零食,39.00,茱蒂丝三明治乳酪饼干504g,52.00,9556121027163,袋
694,24.00,零食,6.24,张君雅鸡汁拉面110g,8.80,4710199037010,袋
695,19.00,零食,12.00,谷优燕麦饼干玉米265g,16.00,8410376039375,袋
700,5.00,零食,15.50,谷优谷物饼干酸奶夹心220g,21.00,8410376044775,袋
704,17.00,零食,13.00,谷优无糖曲奇150g,17.50,8410376052893,袋
707,3.00,零食,25.20,阿华田芝麻豆浆粉403g,34.00,7612100063835,袋
708,8.00,零食,13.00,可意奇全麦松脆饼原味250g,18.00,8008620080244,盒
710,17.00,零食,6.24,张君雅五香海苔丸子80g,8.80,4710199080566,袋
711,22.00,零食,6.24,张君雅酱烧虾拉面饼65g,8.80,4710199080597,袋
712,20.00,零食,6.24,张君雅鸡汁点心面100g,8.80,4710199085509,袋
713,6.00,零食,6.24,张君雅日式串烧丸子95g,8.80,4710199085707,袋
714,24.00,零食,6.24,张君雅巧克力甜甜圈45g,8.80,4710199086506,袋
715,17.00,零食,6.24,张君雅辣鸡点心面78g,8.80,4710199087701,袋
716,2.00,零食,9.50,EGO灌心饼干巧克力180g,13.00,029173092957,袋
717,2.00,零食,9.50,EGO灌心饼干草莓180g,13.00,029173092964,袋
719,9.00,零食,9.50,EGO益果智力动物饼干100g,13.00,029173093145,盒
720,3.00,零食,8.00,EGO小鱼图形饼干奶酪140g,11.50,029173093329,盒
721,2.00,零食,8.00,EGO小鱼图形饼干烧鸡140g,11.50,029173093336,盒
722,2.00,零食,8.00,EGO小鱼图形饼干海苔140g,11.50,029173093343,盒
723,6.00,零食,9.50,EGO灌心饼干哈密瓜180g,13.00,029173094241,袋
727,21.00,零食,40.00,G7袋装咖啡800g,51.00,8935024149669,袋
730,9.00,零食,6.00,番薯青年地瓜干100g,7.80,6954003200612,袋
733,18.00,零食,12.50,番薯青年倒蒸地瓜干280g,17.20,6954003201107,袋
734,1.00,零食,4.50,番薯青年水晶红薯仔150g,6.50,6954003201299,
735,21.00,零食,4.50,番薯青年水晶紫薯仔150g,6.50,6954003201305,袋
736,19.00,零食,8.00,番薯青年倒蒸地瓜干150g,11.60,6954003201312,袋
737,32.00,零食,26.00,克特多黑巧克力150g,36.50,5410081201848,盒
738,3.00,零食,55.00,克特多片装牛奶巧克力240g,78.00,5410081206201,盒
740,2.00,零食,11.00,菲思图原味薯片160g,17.80,9556023220921,盒
741,1.00,零食,11.00,菲思图酸奶洋葱味薯片160g,17.80,9556023220938,盒
742,15.00,零食,11.00,菲思图烧烤味薯片160g,17.80,9556023220945,盒
743,8.00,零食,11.00,菲思图乳酪味薯片160g,17.80,9556023220952,盒
744,19.00,零食,11.00,菲思图香辣味薯片160g,17.80,9556023220969,盒
745,2.00,零食,11.00,菲思图番茄味薯片160g,17.80,9556023220976,盒
753,5.00,零食,18.00,金语鳕鱼肠原味300g,24.00,9588552322296,盒
754,8.00,零食,18.00,金语鳕鱼肠芝士300g,24.00,9588552322302,盒
755,12.00,零食,18.00,金语虾肉鱼肠300g,24.00,9588552322494,盒
756,12.00,零食,11.00,维趣多糖花饼干225g,17.80,8032755323723,袋
757,11.00,零食,11.00,维趣多全麦饼干225g,17.80,8032755323730,袋
758,6.00,零食,13.00,维趣多燕麦饼干225g,20.80,8032755323761,袋
759,1.00,零食,13.00,维趣多葡萄干燕麦饼干225g,20.80,8032755323778,袋
766,33.00,零食,10.92,ZEK-玉米鳕鱼肠105g,14.90,8809420330641,袋
768,10.00,零食,39.00,ZEK蜂蜜柚子茶1kg,51.00,8809420330696,瓶
769,16.00,零食,27.00,ZEK蜂蜜柚子茶580g,35.00,8809420330740,瓶
770,36.00,零食,10.00,香蕉片原味100g,14.00,4806531360028,袋
774,58.00,零食,10.92,ZEK芝士鳕鱼肠105g袋装,14.90,8804007413540,袋
776,-1.00,零食,9.50,令和北海道海盐小圆饼138g,13.50,4713233433298,袋
778,9.00,零食,5.20,御之味特浓牛乳大饼,7.50,4712832449037,盒
779,11.00,零食,7.00,牛奶棒棒饼干170g,9.30,4712832449983,盒
781,14.00,零食,7.80,杰克威化饼干巧克力100g,11.50,9556023453480,袋
786,16.00,零食,26.50,阿华田速溶豆浆粉420g,34.00,7612100500033,袋
792,7.00,零食,18.72,福多香兰味蛋糕432kg,25.00,9556023552138,包
794,11.00,零食,7.80,杰克牛奶威化饼干100g,11.50,9556023564599,
795,6.00,零食,17.00,阿孔特威化饼干202g,23.00,4600648566720,袋
796,17.00,零食,8.50,御之味起士饼干300g,12.00,4716076571455,袋
797,14.00,零食,8.50,御之味栗蓉饼干300g,12.00,4716076571462,袋
798,5.00,零食,8.50,御之味乳酸菌饼干300g,12.00,4716076571479,袋
799,8.00,零食,10.50,御之味燕麦饼干水果300g,15.00,4716076571486,盒
800,11.00,零食,10.50,御之味燕麦饼坚果300g,15.00,4716076571493,盒
801,12.00,零食,10.50,御之味燕麦饼干抹茶300g,15.00,4716076571509,盒
802,2.00,零食,8.00,日式小圆饼南乳味150g,11.50,4716076571691,袋
804,3.00,零食,8.00,御之味日式黑糖饼干150g,11.50,4716076571714,袋
805,2.00,零食,8.00,御之味海盐饼干粗粮206g,11.50,4716076571738,袋
806,6.00,零食,8.00,御之味海盐饼干黄油206g,11.50,4716076571745,袋
808,11.00,零食,8.00,御之味海盐饼干香葱206g,11.50,4716076571769,袋
813,23.00,零食,10.50,百果山蓝莓李果200g,14.50,4718287594209,袋
814,10.00,零食,10.50,百果山黑糖杨梅200g,14.50,4718287594247,袋
816,6.00,零食,10.50,百果山话梅皇120g,14.50,4718287594308,袋
817,12.00,零食,10.50,百果山盐津陈皮160g,14.50,4718287594520,袋
819,12.00,零食,12.00,百果山芒果干120g,16.50,4718287594568,袋
821,48.00,零食,10.50,百朵怡意面2号直面500g,13.70,8006222600013,袋
822,41.00,零食,10.50,百朵怡意面3号直面500g,13.70,8006222600037,袋
827,26.00,零食,12.50,珍维滋可可奥咸牛轧420g,17.00,4897044643081,袋
828,7.00,零食,14.00,多良见铜锣烧红豆240g,19.50,4897044644293,盒
829,10.00,零食,11.40,多良见蛋之果400g,16.00,4897044644392,袋
830,18.00,零食,11.40,多良见水泡饼400g,16.00,4897044644613,袋
831,2.00,零食,14.00,多良见铜锣烧香芋240g,19.50,4897044644705,盒
838,17.00,零食,15.50,瑞特滋扁桃仁牛奶巧克力100g,22.00,4000417703002,盒
839,9.00,零食,7.80,杰克威化饼干花生100g,11.50,9556023788735,袋
843,2.00,零食,12.30,芭提娅草莓果酱180g,15.60,8854761800339,瓶
849,7.00,零食,5.80,今治轻烘焙速溶咖啡粉杯装22g,7.90,6959629805395,杯
852,4.00,零食,16.00,今治轻烘焙速溶咖啡粉36g,22.66,6959629805463,盒
854,3.00,零食,16.00,今治深烘焙速溶咖啡粉36g,22.66,6959629805487,盒
855,10.00,零食,16.00,今治轻烘焙咖啡粉三合一120g,22.60,6959629805524,袋
856,17.00,零食,16.00,今治中烘焙咖啡粉三合一120g,22.60,6959629805531,袋
857,11.00,零食,16.00,今治深烘焙咖啡粉三合一120g,22.60,6959629805548,袋
860,4.00,零食,8.00,贤惠娘子葡萄梅子陈皮味60g,12.00,4712883834264,袋
873,75.00,零食,14.00,贤惠娘子虎皮凤爪160g麻辣,18.60,4712883837876,袋
882,9.00,零食,24.00,手撕牛肉干XO酱100g,34.50,4712883839818,袋
883,11.00,零食,24.00,手撕牛肉干五香100g,34.50,4712883839825,袋
884,14.00,零食,24.00,手撕牛肉干沙爹100g,34.50,4712883839832,袋
885,2.00,零食,24.00,手撕牛肉干香辣100g,34.50,4712883839849,袋
889,3.00,零食,18.72,福多提拉米苏蛋糕432g,25.00,9556023875985,盒
890,7.00,零食,22.00,柠檬嘉应子380g,32.00,4897025880689,盒
891,3.00,零食,22.00,港式陈皮梅380g,32.00,4897025880696,盒
892,29.00,零食,32.00,牛肉粒香辣200g,44.00,4897025882539,盒
893,18.00,零食,32.00,牛肉粒原味200g,44.00,4897025882546,盒
895,25.00,零食,32.00,牛肉粒沙爹200g,44.00,4897025882591,盒
899,2.00,零食,22.00,古法柠檬梅380g,32.00,4897025883499,盒
905,20.00,零食,13.50,萱萱麻辣牛肉95g,18.90,4897025889453,袋
906,14.00,零食,13.50,萱萱烧烤牛肉95g,18.90,4897025889460,袋
911,69.00,零食,17.00,瑞特滋尼加拉瓜浓醇黑巧克力100g,27.00,4000417932006,盒
912,55.00,零食,17.00,瑞特滋加纳浓醇黑巧克力100g,27.00,4000417938008,盒
913,10.00,零食,16.80,胶圆堂黑芝麻丸126g,23.60,6974459960076,盒
915,39.00,零食,9.50,胶圆堂阿胶黑芝麻丸108g,13.90,6974459960120,袋
916,1.00,零食,9.50,胶圆堂黑芝麻丸108g,13.90,6974459960137,盒
919,1.00,饮料,13.80,芭提娅柑橘果汁1L,19.50,8854761000111,盒
920,48.00,饮料,6.00,含气圣培露,8.30,8002270000225,瓶
921,12.00,饮料,59.00,意式浓缩咖啡粉250g,89.00,8002650000296,袋
923,24.00,饮料,75.00,特醇香浓型咖啡豆500g,119.00,8002650000807,袋
924,11.00,饮料,43.00,特醇香浓咖啡粉250g,65.00,8002650000906,袋
926,11.00,饮料,11.00,芬特乐苹果汁1L,16.50,5290074002245,瓶
927,3.00,饮料,11.00,芬特乐葡萄汁1L,16.50,5290074002450,瓶
932,8.00,饮料,55.00,金罐咖啡粉250g,79.00,8002650008087,袋
933,36.00,饮料,6.50,法国天然矿泉水330ml,8.80,3179730010041,瓶
934,131.00,饮料,13.80,芭提娅红葡萄果汁1L,19.50,8854761010110,盒
935,128.00,饮料,6.50,法国矿泉水青柠330ml,8.80,3179730010560,瓶
936,-4.00,饮料,6.50,法国矿泉水柠檬330ml,8.80,3179730010591,瓶
939,54.00,饮料,6.00,意大利普娜矿泉水250ml,8.30,8002270018459,瓶
941,62.00,饮料,5.20,依云天然矿泉水,6.90,3068320055008,瓶
942,45.00,饮料,13.80,芭提娅柚子汁1L,19.50,8854761060115,盒
943,52.00,饮料,13.80,芭提娅桃芒果汁1L,19.50,8854761070114,盒
945,-24.00,饮料,5.20,依云天然矿泉水500ml,6.90,3068320099651,瓶
947,24.00,饮料,10.00,G7美式萃取黑咖啡30g,14.00,8935024140147,袋
948,20.00,饮料,10.00,G7三合一咖啡160g,14.00,8935024141342,袋
949,22.00,饮料,10.00,G7榛子咖啡108g,14.00,8935024141847,袋
950,1.00,饮料,10.00,G7摩卡咖啡108g,14.00,8935024141854,袋
951,104.00,饮料,13.80,芭提娅荔枝1L,19.50,8854761150113,盒
952,141.00,饮料,13.80,芭提娅芒果1L,19.50,8854761170111,盒
958,26.00,饮料,4.30,屈臣氏苏打水330ml,4.80,6920180209601,瓶
959,15.00,饮料,15.00,果满乐椰子水1L,24.00,8850161230264,瓶
960,85.00,饮料,13.80,芭提娅橙汁1L,19.50,8854761240111,盒
964,6.00,饮料,33.00,都乐芒果复合果汁496ml,45.00,8809069306489,盒
966,94.00,饮料,13.80,芭提娅蓝莓汁1L,19.50,8854761330119,盒
967,1.00,饮料,18.00,虎标苦荞茶196g,25.00,4897031350008,袋
968,13.00,饮料,36.00,虎标黑苦荞茶196g,50.00,4897031350015,袋
969,2.00,饮料,13.80,芭提娅石榴汁1L,19.50,8854761350117,盒
972,40.00,饮料,4.30,泰国含汽泰象325ml,5.80,8851994612012,瓶
977,12.00,饮料,39.00,ZEK蜂蜜百香果柚子茶1kg,52.00,8807920893475,瓶
979,27.00,饮料,17.00,瑞特滋秘鲁浓醇黑巧克力100g,27.00,4000417933003,盒
980,1.00,饮料,33.00,都乐桃子果汁496ml,45.00,8809654955146,盒
988,16.00,副食,19.00,威拿速溶麦片500g,28.00,8934683007235,袋
1000,11.00,副食,44.00,卡乐比水果麦片500g,58.00,4901330742386,袋
1001,12.00,副食,44.00,卡乐比低糖麦片450g,58.00,4901330743826,袋
1010,336.00,副食,25.50,浣春风关庙拉面1200g,33.00,4712968860089,袋
1011,348.00,副食,25.50,浣春风关庙宽面1200g,33.00,4712968860096,袋
1012,230.00,副食,25.50,浣春风刀削面900g,33.00,4712968860102,袋
1015,3.00,乳制品,41.00,甘蒂牧场部分脱脂牛奶提装,53.00,4100290002756,提
1016,10.00,乳制品,13.00,安佳全脂牛奶1L,16.00,9415262003972,盒
1018,15.00,乳制品,10.70,甘蒂牧场脱脂牛奶1L,13.60,4100290007072,盒
1019,66.00,乳制品,10.70,甘蒂牧场部分脱脂牛奶1L,13.60,4100290007089,盒
1020,18.00,乳制品,12.00,甘蒂牧场全脂牛奶1L,15.60,4100290007096,盒
1023,42.00,乳制品,5.00,甘蒂牧场巧克力牛奶200ml,6.90,5711953044366,盒
1024,6.00,乳制品,5.00,甘蒂牧场草莓牛奶200ml,6.90,5711953044380,盒
1027,17.00,乳制品,78.00,美力源全脂羊奶粉400g,109.00,6955801112596,袋
1028,1.00,乳制品,20.00,澳牧儿童牛奶200ml*3,27.00,9315090201062,盒
1029,2.00,乳制品,105.00,澳牧儿童牛奶200ml*15,135.00,9315090201109,盒
1030,7.00,乳制品,95.00,澳牧儿童牛奶200ml*12,126.00,9315090201758,盒
1031,5.00,乳制品,95.00,澳牧全脂纯奶250ml*10,126.00,9315090210507,盒
1032,1.00,乳制品,12.00,德亚全脂牛奶1L,15.60,4260290260010,盒
1033,12.00,乳制品,12.00,德亚低脂牛奶1L,15.60,4260290260027,盒
1034,9.00,乳制品,12.00,德亚脱脂牛奶1L,15.60,4260290260034,盒
1035,8.00,乳制品,48.00,德亚全脂牛奶提装,60.00,4260290260041,提
1036,9.00,乳制品,48.00,德亚低脂牛奶200ml*12,60.00,4260290262267,提
1037,16.00,乳制品,55.00,德亚酸奶200ml*10,71.00,4260290262274,提
1038,5.00,乳制品,48.00,德亚脱脂牛奶提装,60.00,4260290263042,提
1045,8.00,乳制品,55.00,德亚有机低脂奶提装,69.00,4260290264636,提
1046,6.00,乳制品,56.50,德亚有机全脂高钙奶提装,79.00,4260290265190,提
1047,5.00,乳制品,56.50,德亚有机脱脂高钙奶提装,79.00,4260290265206,提
1052,27.00,乳制品,10.50,德运脱脂牛奶1l,13.60,9300639400013,盒
1057,19.00,乳制品,65.00,德运调制乳粉1kg,86.00,9300639602967,袋
1058,6.00,乳制品,95.00,澳牧风味酸奶200ml*10,126.00,4100910903203,盒
1059,24.00,乳制品,65.00,德运脱脂乳粉1kg,86.00,9300639999005,袋
1072,16.00,腊肉类,49.00,贾永信酱香鸡600g,61.00,6916323180104,袋
1073,16.00,腊肉类,53.50,贾永信辣子鸡700g,64.00,6916323180111,袋
1074,13.00,腊肉类,53.50,贾永信孜然鸡700g,64.00,6916323180128,袋
1075,16.00,腊肉类,11.50,五仁油茶400g,15.00,6916323200222,袋
1076,7.00,腊肉类,36.00,贾永信五连包泡馍825g,48.00,6916323200413,袋
1077,7.00,腊肉类,47.00,五香烧鸡600g,57.00,6916323200611,袋
1078,18.00,腊肉类,47.00,葫芦鸡600g,57.00,6916323200628,袋
1079,44.00,腊肉类,42.00,腱子肉（腊牛肉）200g,52.00,6916323200635,袋
1080,67.00,腊肉类,42.00,腱子肉（酱牛肉）200g,52.00,6916323200659,袋
1081,1.00,腊肉类,76.00,腊牛肉400g,93.00,6916323935018,盒
1082,6.00,腊肉类,94.00,腊羊肉400g,118.00,6916323935025,盒
1083,42.00,腊肉类,38.50,腊牛肉200g,47.00,6916323936039,袋
1084,22.00,腊肉类,45.00,腊羊肉200g,56.00,6916323937043,袋
1085,26.00,腊肉类,75.00,十香酱牛肉400g,93.00,6916323942313,盒
1086,8.00,腊肉类,38.50,十香酱牛肉200g,47.00,6916323943525,袋
1089,20.00,腊肉类,11.50,牛骨髓油茶,15.00,6916323963226,袋
1488,13.00,蛋糕,11.00,泡芙,14.00,1008862021070005,盒
1490,18.00,蛋糕,13.00,肉松手撕300g,16.50,1008862021070008,袋
1492,7.00,蛋糕,9.80,司康饼干100g,14.00,1008862021070012,盒
1495,9.00,蛋糕,12.50,厚切三明治160g,16.80,1008862021070018,盒
1501,18.00,蛋糕,13.50,全麦吐司350g,16.00,1008861919350056,袋
1504,5.00,蛋糕,15.00,蔓越莓饼干150g,18.00,1008861919350087,袋
1517,3.00,蛋糕,15.00,花生酥,17.80,1008861919350261,盒
1519,19.00,蛋糕,15.00,超绵白吐司无蛋350g,17.80,1008861919350322,袋
1522,8.00,蛋糕,16.90,南国椰蓉450g,19.90,1008861919350360,袋
1523,3.00,蛋糕,15.00,原味曲奇120g,17.80,1008861919350377,袋
1524,1.00,蛋糕,15.00,黑钻110g,17.80,1008861919350384,袋
1528,16.00,蛋糕,10.00,金枪鱼三明治110g,12.00,1008861919350438,袋
1529,8.00,蛋糕,12.50,白汉堡200g,14.90,1008861919350452,袋
1530,16.00,蛋糕,10.00,法式熏鸡三明治110g,12.00,1008861919350469,袋
1533,5.00,蛋糕,13.50,日式冷切饼干120g,16.30,1008861919350613,袋
1534,7.00,蛋糕,12.00,寿司卷150g,14.70,1008861919350614,袋
1536,15.00,蛋糕,12.00,肉松小贝140g,14.70,1008861919350616,袋
1560,10.00,蛋糕,20.50,黑森林180g,26.00,1008861919351329,袋
1562,8.00,蛋糕,25.00,榴莲千层200g,32.00,1008861919351350,袋
1569,11.00,蛋糕,12.00,椰香芒果卷200g,18.00,1008861919352081,盒
1570,9.00,蛋糕,13.80,美式燕麦核桃90g,18.00,1008861919352104,袋
1571,16.00,蛋糕,12.50,牛奶喜多块200g,16.00,1008861919352135,袋
1572,24.00,蛋糕,11.50,南瓜牛角180g,14.50,1008861919352159,袋
1577,7.00,蛋糕,11.60,奶香片120g,13.80,1008861919353057,袋
1578,14.00,蛋糕,16.50,日式低糖红豆土司450g,19.90,1008861919353064,袋
1583,9.00,蛋糕,19.50,提拉米苏230g,24.00,1008861919353231,袋
1584,4.00,蛋糕,13.90,草莓盛宴190g,16.80,1008861919353248,袋
1589,12.00,蛋糕,8.00,肉松沙拉90g,9.80,1008861919353323,袋
1591,3.00,蛋糕,14.00,椰子球110g,16.80,1008861919353347,袋
1593,13.00,蛋糕,14.00,早安日光220g,16.80,1008861919353361,袋
1633,13.00,蛋糕,12.50,阳光提子餐包5个装,16.50,1008861919370120,袋
1644,2.00,蛋糕,12.30,黄油布利330g,16.00,6924877502488,盒
1651,3.00,蛋糕,7.50,醇臻全麦面包400g,9.50,6924877506202,盒
1736,32.00,鸡蛋,22.80,20枚B2盒装白壳鸡蛋,27.00,6933276212058,盒
1737,-3.00,鸡蛋,21.00,20枚B2盒装褐壳鸡蛋,25.00,6933276212119,盒
1764,83.00,鸡蛋,16.00,正大15枚玉米黄营养蛋,19.50,6954113701504,盒
1792,1.00,零食,26.50,西麦特浓牛奶营养麦片700g,33.50,6905014000081,袋
1793,9.00,零食,12.50,宏途山药片海苔180g,16.50,6957666000667,袋
1795,2.00,零食,12.50,宏途山药片蜜汁烤翅180g,16.50,6957666000681,袋
1797,34.00,零食,25.00,西麦燕麦片1kg,28.00,6905014000890,桶
1798,24.00,零食,7.50,莫小仙酸辣粉138g,9.50,6958770001403,盒
1803,16.00,零食,64.50,丹麦皇冠曲奇454g罐装,78.90,8886001012295,盒
1804,2.00,零食,24.50,如约夹笋豆脯香辣270g,30.00,6974856040081,袋
1805,5.00,零食,24.50,如约夹笋豆脯卤香270g,30.00,6974856040098,袋
1806,42.00,零食,14.00,拉面说番茄豚骨面158g,17.90,6970631040109,盒
1807,26.00,零食,14.00,拉面说金汤肥牛拉面158g,17.90,6970631040123,袋
1808,13.00,零食,14.00,拉面说豚骨叉烧面158g,17.90,6970631040130,袋
1809,9.00,零食,10.80,台湾米饼蛋黄320g,13.90,4897076061167,袋
1810,7.00,零食,10.80,台湾米饼芝士320g,13.90,4897076061181,袋
1811,1.00,零食,11.00,维度米果蛋黄味228g,13.80,4897076062379,袋
1812,6.00,零食,11.00,维度米果蔬菜味228g,13.80,4897076062393,袋
1813,4.00,零食,11.00,维度米果芝士味228g,13.80,4897076062850,袋
1818,23.00,零食,21.50,喜桂子油栗仁原味158g,27.80,6973768111179,袋
1820,29.00,零食,21.50,喜桂子油栗仁蜂蜜158g,27.80,6973768117188,袋
1822,13.00,零食,46.00,永璞轻享冻干咖啡粉12颗,49.00,6971062128855,盒
1823,8.00,零食,5.30,老奶奶花生米142g,6.50,6922621132783,包
1824,138.00,零食,10.00,天幕城神氢泉360ml,12.90,6971992140019,瓶
1827,1.00,零食,19.00,莱家威化卡布奇诺110g,24.00,8000380140565,袋
1828,12.00,零食,15.50,百年传奇野山椒凤爪120g,19.80,6972500148121,袋
1830,26.00,零食,7.50,莎布蕾曲奇芒果蔓越莓70g,10.00,6972914150314,袋
1831,4.00,零食,7.50,莎布蕾曲奇蛋奶椰蓉70g,10.00,6972914150321,袋
1833,1.00,零食,7.50,莎布蕾曲奇抹茶70g,10.00,6972914150352,盒
1834,19.00,零食,6.80,莎布蕾薄脆饼干番茄113g,8.80,6972914150758,袋
1835,22.00,零食,6.80,莎布蕾薄脆饼干海苔113g,8.80,6972914150765,袋
1836,15.00,零食,6.80,莎布蕾薄脆饼干黑椒113g,8.80,6972914150772,盒
1837,11.00,零食,6.80,莎布蕾薄脆饼干柚子113g,8.80,6972914150789,盒
1839,30.00,零食,12.00,马马妈孜香牛板筋65g,15.50,6975287200037,袋
1840,3.00,零食,12.00,马马妈麻辣牛板筋65g,15.50,6975287200044,袋
1844,10.00,零食,11.00,马马妈佛罗伦丹坚果松饼256g,14.90,6975287200266,袋
1845,36.00,零食,9.00,马马妈酸辣海带魔芋爽120g,12.00,6975287200358,袋
1846,45.00,零食,9.00,马马妈香辣海带魔芋爽120g,12.00,6975287200365,袋
1849,3.00,零食,8.50,马马妈煎饼墨鱼虾味75g,11.50,6975287200488,袋
1850,2.00,零食,14.50,马马妈芝麻无糖饼干368g,18.50,6975287200730,袋
1851,1.00,零食,14.50,马马妈香葱无糖饼干368g,18.50,6975287200747,袋
1854,2.00,零食,46.00,山姆农场蜂蜜杏仁250g,58.50,8809022200885,袋
1855,1.00,零食,7.50,福财记吊炉花生158g,9.90,6926507201327,袋
1856,8.00,零食,37.50,福财记奶油葡萄干660g,48.00,6926507201594,袋
1858,-4.00,零食,62.00,福财记碧根果400g,78.00,6926507201884,袋
1860,16.00,零食,57.00,福财记巴旦木450g,71.00,6926507201945,袋
1861,-1.00,零食,61.00,福财记大榛子430g,74.00,6926507202003,袋
1862,19.00,零食,28.00,福财每日坚果168g,35.00,6926507202300,袋
1863,42.00,零食,22.00,福财记手剥大瓜子218g,27.50,6926507202379,袋
1864,11.00,零食,47.00,福财记手剥大瓜子900g,58.00,6926507202423,袋
1866,37.00,零食,23.00,福财核桃仁130g,29.00,6926507202591,袋
1868,276.00,零食,4.50,福财记每日坚果25g,5.40,6926507202836,袋
1869,20.00,零食,33.00,福财记每日坚果174g,42.00,6926507203116,袋
1874,41.00,零食,47.00,福财记手剥大花生800g,58.80,6926507204991,袋
1881,11.00,零食,17.50,福财记五香蒸西瓜子380g,22.00,6926507299881,袋
1882,11.00,零食,6.50,手工花椒锅巴麻辣158g,8.30,6971426300477,袋
1883,27.00,零食,6.50,手工花椒锅巴爆辣158g,8.30,6971426300491,袋
1884,5.00,零食,6.00,潮巴爷小米锅巴孜然160g,7.80,6922665300780,袋
1885,4.00,零食,6.00,潮巴爷小米锅巴麻辣160g,7.80,6922665300797,袋
1886,43.00,零食,22.50,金语海苔肉松130g,29.00,9588552302854,盒
1887,29.00,零食,22.50,金语金枪鱼肉松130g,29.00,9588552302861,盒
1890,15.00,零食,10.50,宏香记原切肉干五香味58g,14.50,6936001302925,袋
1894,29.00,零食,10.50,皇冠曲奇巧克力腰果90g,12.80,8996001303740,盒
1896,17.00,零食,93.00,丹麦皇冠曲奇750g,115.00,8996001303832,盒
1899,31.00,零食,19.00,金语麦丽素168g,24.90,9588552305312,袋
1901,74.00,零食,16.00,金语松塔165g,20.00,9588552305725,盒
1905,74.00,零食,13.00,久久鸭脖微辣110g,16.20,6952675311315,袋
1906,240.00,零食,19.00,金语夏威夷果140g,24.50,9588552312259,袋
1907,85.00,零食,19.00,金语碧根果130g,24.50,9588552312266,袋
1908,1.00,零食,19.00,金语加州开心果115g,24.50,9588552312273,袋
1909,8.00,零食,19.00,金语腰果86g,24.50,9588552312280,袋
1912,169.00,零食,21.00,金语沙琪玛南瓜子588g,27.50,9588552313980,袋
1913,3.00,零食,12.00,金语咸蛋无蔗糖苏打饼380g,15.90,9588552314123,袋
1915,14.00,零食,8.50,金语奥尔良脆脆香80g,11.50,9588552315670,袋
1919,64.00,零食,22.00,金语小圆饼原味300g,28.20,9588552319661,袋
1920,59.00,零食,13.00,久久鸭脖辣110g,16.20,6952675319915,袋
1921,97.00,零食,64.00,越南带皮腰果450g,79.00,6970480320292,盒
1922,195.00,零食,22.00,金语小圆饼干焦糖300g,28.20,9588552320360,袋
1923,118.00,零食,26.00,久久丫鸭舌70g,31.80,6952675321123,袋
1926,17.00,零食,12.00,金语葱香味蟹片,16.00,9588552322814,袋
1927,19.00,零食,12.00,金语龙虾片柠檬80g,16.00,9588552322821,袋
1929,10.00,零食,14.50,金语蛋仔烧咸蛋黄258g,18.00,9588552329103,袋
1930,8.00,零食,14.50,金语蛋仔烧原味258g,18.00,9588552329110,袋
1931,25.00,零食,19.00,久久丫香辣鸭肫136g,23.50,6952675329921,袋
1932,36.00,零食,12.80,久久丫甜辣鸭翅142g,16.50,6952675329938,袋
1933,1.00,零食,12.00,金语益生菌吸吸冻（白桃芒果）480g,16.50,9588552332707,盒
1934,1.00,零食,12.00,金语益生菌吸吸冻(秋梨枇杷）480g,16.50,9588552332912,盒
1936,-1.00,零食,27.00,金语面包干黄油味300g,35.00,9588552333889,袋
1938,1.00,零食,10.50,金语手工凤凰卷海苔味156g,14.50,9588552333902,盒
1941,171.00,零食,11.00,金语涂层坚果酸奶块榴莲味45g,15.00,9588552334244,盒
1942,165.00,零食,11.00,金语酸奶涂层酸奶块草莓味45g,15.00,9588552334251,盒
1943,169.00,零食,11.00,金语涂层坚果酸奶块蓝莓味45g,15.00,9588552334268,盒
1944,10.00,零食,15.21,金语低糖黑米饼干356g,19.50,9588552334954,袋
1945,11.00,零食,15.21,金语低糖绿豆饼干356g,19.50,9588552334961,袋
1950,1.00,零食,11.31,金语山楂圈200g,14.50,9588552337450,袋
1951,5.00,零食,14.04,金语方块酥海苔188g,18.00,9588552337535,袋
1952,1.00,零食,14.04,金语方块酥咸蛋黄188g,18.00,9588552337542,袋
