,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
145,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668054098
146,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668054104
147,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668054159
148,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668054166
149,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668054302
150,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668054357
151,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8000500066027
152,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6958036100666
153,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6958036102066
154,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6958036103025
155,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292123501
156,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8000500126325
157,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8000500126356
158,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,80135906
159,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,80177180
160,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,80177609
161,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,80177616
162,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8000500180730
163,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668200013
164,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668200303
165,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668200600
166,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6901668200624
167,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029201246
168,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029204704
169,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029204735
170,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,8000500217511
171,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029218954
172,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029218985
173,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,5010029219012
